game_year,batter,stand,p_throws,zone,pitch_type,ball_in_play,foul,swinging_strike,total_swings,pct_swinging_strike,pct_foul,pct_ball_in_play
2024,455117,R,L,11,FF,0,1,6,7,0.8571428571428571,0.14285714285714285,0.0
2024,455117,R,L,12,FF,2,3,1,6,0.16666666666666666,0.5,0.3333333333333333
2024,455117,R,L,12,SI,0,1,1,2,0.5,0.5,0.0
2024,455117,R,L,13,CU,0,0,1,1,1.0,0.0,0.0
2024,455117,R,L,13,SL,0,0,1,1,1.0,0.0,0.0
2024,455117,R,L,14,CH,0,1,0,1,0.0,1.0,0.0
2024,455117,R,L,14,FF,0,1,0,1,0.0,1.0,0.0
2024,455117,R,L,14,FS,0,0,1,1,1.0,0.0,0.0
2024,455117,R,L,14,SI,0,0,2,2,1.0,0.0,0.0
2024,455117,R,R,1,CU,0,1,0,1,0.0,1.0,0.0
2024,455117,R,R,1,FF,1,4,1,6,0.16666666666666666,0.6666666666666666,0.16666666666666666
2024,455117,R,R,1,SI,3,0,1,4,0.25,0.0,0.75
2024,455117,R,R,1,ST,0,0,1,1,1.0,0.0,0.0
2024,455117,R,R,2,CU,0,1,0,1,0.0,1.0,0.0
2024,455117,R,R,2,FC,0,3,1,4,0.25,0.75,0.0
2024,455117,R,R,2,FF,4,1,2,7,0.2857142857142857,0.14285714285714285,0.5714285714285714
2024,455117,R,R,2,SI,2,2,0,4,0.0,0.5,0.5
2024,455117,R,R,2,SL,1,0,0,1,0.0,0.0,1.0
2024,455117,R,R,3,FC,0,2,1,3,0.3333333333333333,0.6666666666666666,0.0
2024,455117,R,R,3,FF,5,2,0,7,0.0,0.2857142857142857,0.7142857142857143
2024,455117,R,R,3,SI,1,0,0,1,0.0,0.0,1.0
2024,455117,R,R,3,SL,1,0,1,2,0.5,0.0,0.5
2024,455117,R,R,4,CU,0,1,0,1,0.0,1.0,0.0
2024,455117,R,R,4,FC,1,0,0,1,0.0,0.0,1.0
2024,455117,R,R,4,FF,2,0,1,3,0.3333333333333333,0.0,0.6666666666666666
2024,455117,R,R,4,SI,1,4,0,5,0.0,0.8,0.2
2024,455117,R,R,4,SL,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666
2024,455117,R,R,5,CU,0,1,0,1,0.0,1.0,0.0
2024,455117,R,R,5,FC,2,0,0,2,0.0,0.0,1.0
2024,455117,R,R,5,FF,3,2,0,5,0.0,0.4,0.6
2024,455117,R,R,5,SI,3,2,0,5,0.0,0.4,0.6
2024,455117,R,R,5,SL,2,1,2,5,0.4,0.2,0.4
2024,455117,R,R,6,CU,0,0,1,1,1.0,0.0,0.0
2024,455117,R,R,6,FC,1,2,1,4,0.25,0.5,0.25
