game_year,batter,stand,p_throws,zone,pitch_type,total_pitches,total_swings,swing_percentage
2024,444482,L,L,1,FF,2,1,0.5
2024,444482,L,L,2,FC,1,1,1.0
2024,444482,L,L,2,FF,1,1,1.0
2024,444482,L,L,2,SI,2,1,0.5
2024,444482,L,L,2,SL,2,0,0.0
2024,444482,L,L,3,FA,1,0,0.0
2024,444482,L,L,3,FF,1,1,1.0
2024,444482,L,L,3,SI,2,2,1.0
2024,444482,L,L,4,FF,4,2,0.5
2024,444482,L,L,4,SI,1,1,1.0
2024,444482,L,L,4,SL,1,1,1.0
2024,444482,L,L,4,ST,1,0,0.0
2024,444482,L,L,5,FC,1,1,1.0
2024,444482,L,L,5,FF,2,1,0.5
2024,444482,L,L,5,SI,4,2,0.5
2024,444482,L,L,6,SI,4,3,0.75
2024,444482,L,L,6,SL,1,0,0.0
2024,444482,L,L,7,SI,2,1,0.5
2024,444482,L,L,7,SL,2,2,1.0
2024,444482,L,L,8,SI,6,4,0.6666666666666666
2024,444482,L,L,8,SL,1,1,1.0
2024,444482,L,L,8,ST,1,0,0.0
2024,444482,L,L,9,FF,1,1,1.0
2024,444482,L,L,9,SI,2,1,0.5
2024,444482,L,L,9,SL,1,1,1.0
2024,444482,L,L,9,ST,1,1,1.0
2024,444482,L,L,11,FA,2,0,0.0
2024,444482,L,L,11,FF,1,0,0.0
2024,444482,L,L,11,SI,3,1,0.3333333333333333
2024,444482,L,L,11,ST,1,1,1.0
2024,444482,L,L,12,FA,1,0,0.0
2024,444482,L,L,12,FC,1,0,0.0
2024,444482,L,L,12,FF,1,0,0.0
2024,444482,L,L,12,SI,4,1,0.25
2024,444482,L,L,12,ST,2,1,0.5
2024,444482,L,L,13,CU,3,1,0.3333333333333333
2024,444482,L,L,13,FA,1,0,0.0
2024,444482,L,L,13,FC,1,0,0.0
2024,444482,L,L,13,FF,4,0,0.0
2024,444482,L,L,13,KC,2,1,0.5
2024,444482,L,L,13,SI,5,1,0.2
2024,444482,L,L,13,SL,9,1,0.1111111111111111
2024,444482,L,L,13,ST,7,1,0.14285714285714285
2024,444482,L,L,14,CU,3,2,0.6666666666666666
2024,444482,L,L,14,SI,4,0,0.0
2024,444482,L,L,14,ST,2,1,0.5
2024,444482,L,R,1,CH,6,4,0.6666666666666666
2024,444482,L,R,1,CU,3,1,0.3333333333333333
2024,444482,L,R,1,FC,2,0,0.0
2024,444482,L,R,1,FF,33,23,0.696969696969697
2024,444482,L,R,1,FS,1,0,0.0
2024,444482,L,R,1,KC,1,0,0.0
2024,444482,L,R,1,SI,1,0,0.0
2024,444482,L,R,1,SL,2,1,0.5
2024,444482,L,R,2,CU,2,0,0.0
2024,444482,L,R,2,FC,6,5,0.8333333333333334
2024,444482,L,R,2,FF,29,23,0.7931034482758621
2024,444482,L,R,2,KC,1,1,1.0
2024,444482,L,R,2,SI,5,2,0.4
2024,444482,L,R,2,SL,2,1,0.5
2024,444482,L,R,3,EP,1,1,1.0
2024,444482,L,R,3,FC,4,3,0.75
2024,444482,L,R,3,FF,22,18,0.8181818181818182
2024,444482,L,R,3,FS,1,0,0.0
2024,444482,L,R,3,SI,2,1,0.5
2024,444482,L,R,3,ST,1,0,0.0
2024,444482,L,R,4,CH,8,8,1.0
2024,444482,L,R,4,CU,6,3,0.5
2024,444482,L,R,4,EP,1,0,0.0
2024,444482,L,R,4,FC,2,0,0.0
2024,444482,L,R,4,FF,26,20,0.7692307692307693
2024,444482,L,R,4,FS,1,1,1.0
2024,444482,L,R,4,KC,1,1,1.0
2024,444482,L,R,4,SI,6,4,0.6666666666666666
2024,444482,L,R,4,SL,8,4,0.5
2024,444482,L,R,4,ST,4,2,0.5
2024,444482,L,R,5,CH,3,3,1.0
2024,444482,L,R,5,CU,4,2,0.5
2024,444482,L,R,5,FC,8,6,0.75
2024,444482,L,R,5,FF,30,23,0.7666666666666667
2024,444482,L,R,5,FS,2,2,1.0
2024,444482,L,R,5,SI,7,4,0.5714285714285714
2024,444482,L,R,5,SL,5,4,0.8
2024,444482,L,R,5,ST,1,1,1.0
2024,444482,L,R,6,CH,4,4,1.0
2024,444482,L,R,6,FC,7,7,1.0
2024,444482,L,R,6,FF,22,21,0.9545454545454546
2024,444482,L,R,6,FS,1,1,1.0
2024,444482,L,R,6,SI,4,2,0.5
2024,444482,L,R,6,SL,4,3,0.75
2024,444482,L,R,6,ST,2,1,0.5
2024,444482,L,R,7,CH,11,11,1.0
2024,444482,L,R,7,CU,6,4,0.6666666666666666
2024,444482,L,R,7,FC,4,0,0.0
2024,444482,L,R,7,FF,12,8,0.6666666666666666
2024,444482,L,R,7,FS,3,3,1.0
2024,444482,L,R,7,SI,10,4,0.4
2024,444482,L,R,7,SL,5,3,0.6
2024,444482,L,R,7,ST,4,3,0.75
2024,444482,L,R,8,CH,8,8,1.0
2024,444482,L,R,8,CU,4,3,0.75
2024,444482,L,R,8,FC,4,3,0.75
2024,444482,L,R,8,FF,16,10,0.625
2024,444482,L,R,8,FS,3,3,1.0
2024,444482,L,R,8,SI,7,5,0.7142857142857143
2024,444482,L,R,8,SL,12,10,0.8333333333333334
2024,444482,L,R,8,ST,5,4,0.8
2024,444482,L,R,9,CH,4,2,0.5
2024,444482,L,R,9,CU,5,3,0.6
2024,444482,L,R,9,FC,2,2,1.0
2024,444482,L,R,9,FF,11,5,0.45454545454545453
2024,444482,L,R,9,FS,1,1,1.0
2024,444482,L,R,9,KC,3,3,1.0
2024,444482,L,R,9,SI,4,2,0.5
2024,444482,L,R,9,SL,3,3,1.0
2024,444482,L,R,11,CH,8,0,0.0
2024,444482,L,R,11,CU,4,0,0.0
2024,444482,L,R,11,FC,9,1,0.1111111111111111
2024,444482,L,R,11,FF,65,24,0.36923076923076925
2024,444482,L,R,11,FS,7,0,0.0
2024,444482,L,R,11,KC,1,0,0.0
2024,444482,L,R,11,SI,10,2,0.2
2024,444482,L,R,11,SL,4,0,0.0
2024,444482,L,R,11,ST,3,0,0.0
2024,444482,L,R,12,CU,1,1,1.0
2024,444482,L,R,12,FC,12,3,0.25
2024,444482,L,R,12,FF,25,11,0.44
2024,444482,L,R,12,SI,3,0,0.0
2024,444482,L,R,12,SL,1,1,1.0
2024,444482,L,R,13,CH,42,17,0.40476190476190477
2024,444482,L,R,13,CU,16,6,0.375
2024,444482,L,R,13,FC,6,1,0.16666666666666666
2024,444482,L,R,13,FF,27,3,0.1111111111111111
2024,444482,L,R,13,FS,11,8,0.7272727272727273
2024,444482,L,R,13,KC,4,2,0.5
2024,444482,L,R,13,SI,24,11,0.4583333333333333
2024,444482,L,R,13,SL,20,9,0.45
2024,444482,L,R,13,ST,4,1,0.25
2024,444482,L,R,14,CH,18,3,0.16666666666666666
2024,444482,L,R,14,CU,21,6,0.2857142857142857
2024,444482,L,R,14,FC,25,14,0.56
2024,444482,L,R,14,FF,21,5,0.23809523809523808
2024,444482,L,R,14,FS,6,3,0.5
2024,444482,L,R,14,KC,3,1,0.3333333333333333
2024,444482,L,R,14,SI,18,5,0.2777777777777778
2024,444482,L,R,14,SL,37,17,0.4594594594594595
2024,444482,L,R,14,ST,14,5,0.35714285714285715
2024,453568,L,L,1,FF,6,3,0.5
2024,453568,L,L,1,KC,1,1,1.0
2024,453568,L,L,1,SI,3,1,0.3333333333333333
2024,453568,L,L,1,SL,2,0,0.0
2024,453568,L,L,2,CU,1,1,1.0
2024,453568,L,L,2,FC,4,3,0.75
2024,453568,L,L,2,FF,17,13,0.7647058823529411
2024,453568,L,L,2,SI,6,6,1.0
2024,453568,L,L,2,SL,4,2,0.5
2024,453568,L,L,2,ST,2,2,1.0
2024,453568,L,L,3,CH,1,1,1.0
2024,453568,L,L,3,CU,2,1,0.5
2024,453568,L,L,3,FF,5,4,0.8
2024,453568,L,L,3,SI,11,9,0.8181818181818182
2024,453568,L,L,3,ST,1,1,1.0
2024,453568,L,L,4,FC,4,3,0.75
2024,453568,L,L,4,FF,16,11,0.6875
2024,453568,L,L,4,SI,10,2,0.2
2024,453568,L,L,4,SL,3,3,1.0
2024,453568,L,L,4,ST,1,0,0.0
2024,453568,L,L,5,CH,1,0,0.0
2024,453568,L,L,5,CU,2,2,1.0
2024,453568,L,L,5,FC,2,2,1.0
2024,453568,L,L,5,FF,12,11,0.9166666666666666
2024,453568,L,L,5,KC,1,1,1.0
2024,453568,L,L,5,SI,11,6,0.5454545454545454
2024,453568,L,L,5,SL,2,1,0.5
2024,453568,L,L,5,ST,2,2,1.0
2024,453568,L,L,6,FC,2,2,1.0
2024,453568,L,L,6,FF,9,6,0.6666666666666666
2024,453568,L,L,6,SI,11,10,0.9090909090909091
2024,453568,L,L,6,SL,1,1,1.0
2024,453568,L,L,6,ST,1,1,1.0
2024,453568,L,L,7,CU,2,2,1.0
2024,453568,L,L,7,FF,7,3,0.42857142857142855
2024,453568,L,L,7,KC,1,1,1.0
2024,453568,L,L,7,SI,11,4,0.36363636363636365
2024,453568,L,L,7,SL,9,5,0.5555555555555556
2024,453568,L,L,7,ST,1,1,1.0
2024,453568,L,L,8,FC,5,3,0.6
2024,453568,L,L,8,FF,8,2,0.25
2024,453568,L,L,8,FS,1,1,1.0
2024,453568,L,L,8,SI,16,10,0.625
2024,453568,L,L,8,SL,5,5,1.0
2024,453568,L,L,8,ST,1,1,1.0
2024,453568,L,L,8,SV,1,1,1.0
2024,453568,L,L,9,FF,6,4,0.6666666666666666
2024,453568,L,L,9,SI,7,4,0.5714285714285714
2024,453568,L,L,9,SL,1,1,1.0
2024,453568,L,L,11,FC,3,0,0.0
2024,453568,L,L,11,FF,18,3,0.16666666666666666
2024,453568,L,L,11,SI,5,1,0.2
2024,453568,L,L,11,SL,3,0,0.0
2024,453568,L,L,12,CH,1,1,1.0
2024,453568,L,L,12,CU,1,0,0.0
2024,453568,L,L,12,FC,3,0,0.0
2024,453568,L,L,12,FF,20,9,0.45
2024,453568,L,L,12,SI,25,6,0.24
2024,453568,L,L,12,SL,3,1,0.3333333333333333
2024,453568,L,L,13,CH,6,2,0.3333333333333333
2024,453568,L,L,13,CU,2,0,0.0
2024,453568,L,L,13,FC,6,1,0.16666666666666666
2024,453568,L,L,13,FF,13,3,0.23076923076923078
2024,453568,L,L,13,FS,1,0,0.0
2024,453568,L,L,13,KC,3,0,0.0
2024,453568,L,L,13,SI,15,0,0.0
2024,453568,L,L,13,SL,30,6,0.2
2024,453568,L,L,13,ST,14,8,0.5714285714285714
2024,453568,L,L,13,SV,4,0,0.0
2024,453568,L,L,14,CH,3,3,1.0
2024,453568,L,L,14,CU,1,1,1.0
2024,453568,L,L,14,FF,3,2,0.6666666666666666
2024,453568,L,L,14,FS,2,1,0.5
2024,453568,L,L,14,KC,1,1,1.0
2024,453568,L,L,14,SI,15,1,0.06666666666666667
2024,453568,L,L,14,SL,3,1,0.3333333333333333
2024,453568,L,L,14,ST,1,0,0.0
2024,453568,L,L,14,SV,1,1,1.0
2024,453568,L,R,1,CH,6,3,0.5
2024,453568,L,R,1,CU,5,3,0.6
2024,453568,L,R,1,FC,9,5,0.5555555555555556
2024,453568,L,R,1,FF,55,30,0.5454545454545454
2024,453568,L,R,1,FS,1,1,1.0
2024,453568,L,R,1,KC,1,0,0.0
2024,453568,L,R,1,SI,5,2,0.4
2024,453568,L,R,1,SL,7,2,0.2857142857142857
2024,453568,L,R,1,ST,3,2,0.6666666666666666
2024,453568,L,R,2,CH,2,2,1.0
2024,453568,L,R,2,CU,1,0,0.0
2024,453568,L,R,2,FC,11,7,0.6363636363636364
2024,453568,L,R,2,FF,48,37,0.7708333333333334
2024,453568,L,R,2,FS,2,2,1.0
2024,453568,L,R,2,SI,4,4,1.0
2024,453568,L,R,2,SL,7,6,0.8571428571428571
2024,453568,L,R,3,CH,1,0,0.0
2024,453568,L,R,3,FC,12,11,0.9166666666666666
2024,453568,L,R,3,FF,27,17,0.6296296296296297
2024,453568,L,R,3,KC,1,1,1.0
2024,453568,L,R,3,KN,1,0,0.0
2024,453568,L,R,3,SI,4,3,0.75
2024,453568,L,R,3,SL,2,2,1.0
2024,453568,L,R,4,CH,18,15,0.8333333333333334
2024,453568,L,R,4,CU,4,1,0.25
2024,453568,L,R,4,FC,5,5,1.0
2024,453568,L,R,4,FF,46,27,0.5869565217391305
2024,453568,L,R,4,FS,2,2,1.0
2024,453568,L,R,4,KC,1,0,0.0
2024,453568,L,R,4,SI,15,10,0.6666666666666666
2024,453568,L,R,4,SL,16,12,0.75
2024,453568,L,R,4,ST,4,3,0.75
2024,453568,L,R,4,SV,1,1,1.0
2024,453568,L,R,5,CH,8,4,0.5
2024,453568,L,R,5,CU,5,3,0.6
2024,453568,L,R,5,FC,9,7,0.7777777777777778
2024,453568,L,R,5,FF,53,36,0.6792452830188679
2024,453568,L,R,5,FS,2,2,1.0
2024,453568,L,R,5,KC,2,0,0.0
2024,453568,L,R,5,KN,1,1,1.0
2024,453568,L,R,5,SI,12,9,0.75
2024,453568,L,R,5,SL,7,5,0.7142857142857143
2024,453568,L,R,5,ST,4,2,0.5
2024,453568,L,R,6,CH,2,2,1.0
2024,453568,L,R,6,CU,2,2,1.0
2024,453568,L,R,6,FC,10,7,0.7
2024,453568,L,R,6,FF,32,25,0.78125
2024,453568,L,R,6,FS,2,2,1.0
2024,453568,L,R,6,KC,1,0,0.0
2024,453568,L,R,6,SI,7,4,0.5714285714285714
2024,453568,L,R,6,SL,6,6,1.0
2024,453568,L,R,6,ST,2,2,1.0
2024,453568,L,R,7,CH,21,18,0.8571428571428571
2024,453568,L,R,7,CU,3,3,1.0
2024,453568,L,R,7,FC,3,0,0.0
2024,453568,L,R,7,FF,29,6,0.20689655172413793
2024,453568,L,R,7,FS,4,4,1.0
2024,453568,L,R,7,KC,1,1,1.0
2024,453568,L,R,7,KN,2,1,0.5
2024,453568,L,R,7,SI,9,4,0.4444444444444444
2024,453568,L,R,7,SL,10,7,0.7
2024,453568,L,R,7,ST,5,3,0.6
2024,453568,L,R,8,CH,15,14,0.9333333333333333
2024,453568,L,R,8,CU,7,7,1.0
2024,453568,L,R,8,FC,11,8,0.7272727272727273
2024,453568,L,R,8,FF,37,19,0.5135135135135135
2024,453568,L,R,8,FS,7,3,0.42857142857142855
2024,453568,L,R,8,KC,3,2,0.6666666666666666
2024,453568,L,R,8,SI,14,8,0.5714285714285714
2024,453568,L,R,8,SL,15,12,0.8
2024,453568,L,R,8,ST,7,6,0.8571428571428571
2024,453568,L,R,8,SV,1,1,1.0
2024,453568,L,R,9,CH,5,4,0.8
2024,453568,L,R,9,CU,2,1,0.5
2024,453568,L,R,9,FC,6,4,0.6666666666666666
2024,453568,L,R,9,FF,23,16,0.6956521739130435
2024,453568,L,R,9,FS,3,2,0.6666666666666666
2024,453568,L,R,9,KC,4,0,0.0
2024,453568,L,R,9,SI,7,3,0.42857142857142855
2024,453568,L,R,9,SL,13,11,0.8461538461538461
2024,453568,L,R,11,CH,12,2,0.16666666666666666
2024,453568,L,R,11,CU,12,0,0.0
2024,453568,L,R,11,FC,22,1,0.045454545454545456
2024,453568,L,R,11,FF,122,18,0.14754098360655737
2024,453568,L,R,11,FS,7,0,0.0
2024,453568,L,R,11,KC,2,0,0.0
2024,453568,L,R,11,KN,3,0,0.0
2024,453568,L,R,11,SI,8,1,0.125
2024,453568,L,R,11,SL,15,0,0.0
2024,453568,L,R,11,ST,5,0,0.0
2024,453568,L,R,11,SV,1,0,0.0
2024,453568,L,R,12,FC,21,8,0.38095238095238093
2024,453568,L,R,12,FF,66,29,0.4393939393939394
2024,453568,L,R,12,SI,7,0,0.0
2024,453568,L,R,12,SL,5,3,0.6
2024,453568,L,R,12,ST,2,0,0.0
2024,453568,L,R,13,CH,59,26,0.4406779661016949
2024,453568,L,R,13,CU,17,7,0.4117647058823529
2024,453568,L,R,13,FC,14,3,0.21428571428571427
2024,453568,L,R,13,FF,43,4,0.09302325581395349
2024,453568,L,R,13,FS,12,7,0.5833333333333334
2024,453568,L,R,13,KC,7,5,0.7142857142857143
2024,453568,L,R,13,KN,1,0,0.0
2024,453568,L,R,13,SI,23,4,0.17391304347826086
2024,453568,L,R,13,SL,18,8,0.4444444444444444
2024,453568,L,R,13,ST,9,1,0.1111111111111111
2024,453568,L,R,14,CH,40,13,0.325
2024,453568,L,R,14,CU,29,18,0.6206896551724138
2024,453568,L,R,14,FC,33,17,0.5151515151515151
2024,453568,L,R,14,FF,38,10,0.2631578947368421
2024,453568,L,R,14,FS,28,11,0.39285714285714285
2024,453568,L,R,14,KC,17,8,0.47058823529411764
2024,453568,L,R,14,SC,2,2,1.0
2024,453568,L,R,14,SI,16,3,0.1875
2024,453568,L,R,14,SL,52,24,0.46153846153846156
2024,453568,L,R,14,ST,10,4,0.4
2024,453568,L,R,14,SV,2,0,0.0
2024,455117,R,L,1,CU,2,0,0.0
2024,455117,R,L,1,FC,2,2,1.0
2024,455117,R,L,1,FF,6,3,0.5
2024,455117,R,L,1,SI,3,0,0.0
2024,455117,R,L,2,CU,1,0,0.0
2024,455117,R,L,2,FC,1,1,1.0
2024,455117,R,L,2,FF,9,6,0.6666666666666666
2024,455117,R,L,2,FS,1,1,1.0
2024,455117,R,L,2,SI,1,1,1.0
2024,455117,R,L,3,CH,1,1,1.0
2024,455117,R,L,3,CU,3,1,0.3333333333333333
2024,455117,R,L,3,FF,8,7,0.875
2024,455117,R,L,3,KC,1,0,0.0
2024,455117,R,L,3,SI,1,1,1.0
2024,455117,R,L,3,SL,2,1,0.5
2024,455117,R,L,4,CU,1,1,1.0
2024,455117,R,L,4,FF,10,5,0.5
2024,455117,R,L,4,SL,1,0,0.0
2024,455117,R,L,5,CH,1,1,1.0
2024,455117,R,L,5,CU,2,1,0.5
2024,455117,R,L,5,FF,3,2,0.6666666666666666
2024,455117,R,L,5,KC,1,1,1.0
2024,455117,R,L,5,SI,2,2,1.0
2024,455117,R,L,5,SL,2,2,1.0
2024,455117,R,L,5,ST,1,1,1.0
2024,455117,R,L,6,FC,2,1,0.5
2024,455117,R,L,6,FF,3,3,1.0
2024,455117,R,L,6,SI,6,5,0.8333333333333334
2024,455117,R,L,6,SL,1,0,0.0
2024,455117,R,L,7,CH,1,0,0.0
2024,455117,R,L,7,CU,1,1,1.0
2024,455117,R,L,7,FF,2,2,1.0
2024,455117,R,L,7,SI,2,0,0.0
2024,455117,R,L,7,SL,1,1,1.0
2024,455117,R,L,8,CU,3,1,0.3333333333333333
2024,455117,R,L,8,FF,2,1,0.5
2024,455117,R,L,8,SI,3,2,0.6666666666666666
2024,455117,R,L,8,SL,1,1,1.0
2024,455117,R,L,8,ST,1,0,0.0
2024,455117,R,L,9,CH,2,2,1.0
2024,455117,R,L,9,FF,3,0,0.0
2024,455117,R,L,9,SL,2,0,0.0
2024,455117,R,L,9,ST,2,0,0.0
2024,455117,R,L,11,CU,1,0,0.0
2024,455117,R,L,11,FC,1,1,1.0
2024,455117,R,L,11,FF,13,7,0.5384615384615384
2024,455117,R,L,11,SL,1,0,0.0
2024,455117,R,L,12,CH,1,0,0.0
2024,455117,R,L,12,CU,2,0,0.0
2024,455117,R,L,12,FC,1,0,0.0
2024,455117,R,L,12,FF,19,6,0.3157894736842105
2024,455117,R,L,12,SI,5,2,0.4
2024,455117,R,L,12,SL,1,0,0.0
2024,455117,R,L,13,CH,4,0,0.0
2024,455117,R,L,13,CU,2,1,0.5
2024,455117,R,L,13,FC,1,0,0.0
2024,455117,R,L,13,FF,3,0,0.0
2024,455117,R,L,13,FS,1,0,0.0
2024,455117,R,L,13,KC,1,0,0.0
2024,455117,R,L,13,SI,2,0,0.0
2024,455117,R,L,13,SL,6,1,0.16666666666666666
2024,455117,R,L,13,ST,1,0,0.0
2024,455117,R,L,14,CH,6,1,0.16666666666666666
2024,455117,R,L,14,CU,1,0,0.0
2024,455117,R,L,14,FF,4,1,0.25
2024,455117,R,L,14,FS,1,1,1.0
2024,455117,R,L,14,SI,7,2,0.2857142857142857
2024,455117,R,L,14,SL,2,0,0.0
2024,455117,R,L,14,ST,3,0,0.0
2024,455117,R,R,1,CU,3,1,0.3333333333333333
2024,455117,R,R,1,FF,7,6,0.8571428571428571
2024,455117,R,R,1,SI,4,4,1.0
2024,455117,R,R,1,SL,1,0,0.0
2024,455117,R,R,1,ST,1,1,1.0
2024,455117,R,R,2,CU,1,1,1.0
2024,455117,R,R,2,FC,6,4,0.6666666666666666
2024,455117,R,R,2,FF,10,7,0.7
2024,455117,R,R,2,SI,4,4,1.0
2024,455117,R,R,2,SL,1,1,1.0
2024,455117,R,R,2,ST,1,0,0.0
2024,455117,R,R,3,CU,1,0,0.0
2024,455117,R,R,3,FC,3,3,1.0
2024,455117,R,R,3,FF,10,7,0.7
2024,455117,R,R,3,SI,1,1,1.0
2024,455117,R,R,3,SL,3,2,0.6666666666666666
2024,455117,R,R,3,ST,1,0,0.0
2024,455117,R,R,4,CU,1,1,1.0
2024,455117,R,R,4,FC,2,1,0.5
2024,455117,R,R,4,FF,4,3,0.75
2024,455117,R,R,4,SI,6,5,0.8333333333333334
2024,455117,R,R,4,SL,6,3,0.5
2024,455117,R,R,4,ST,1,0,0.0
2024,455117,R,R,5,CU,3,1,0.3333333333333333
2024,455117,R,R,5,FC,3,2,0.6666666666666666
2024,455117,R,R,5,FF,11,5,0.45454545454545453
2024,455117,R,R,5,FS,1,0,0.0
2024,455117,R,R,5,SI,8,5,0.625
2024,455117,R,R,5,SL,6,5,0.8333333333333334
2024,455117,R,R,6,CU,2,1,0.5
2024,455117,R,R,6,FC,6,4,0.6666666666666666
2024,455117,R,R,6,FF,3,3,1.0
2024,455117,R,R,6,KC,1,0,0.0
2024,455117,R,R,6,SI,9,4,0.4444444444444444
2024,455117,R,R,6,SL,8,8,1.0
2024,455117,R,R,6,ST,6,4,0.6666666666666666
2024,455117,R,R,7,CH,1,1,1.0
2024,455117,R,R,7,CU,2,0,0.0
2024,455117,R,R,7,FF,4,2,0.5
2024,455117,R,R,7,FS,1,1,1.0
2024,455117,R,R,7,SI,1,1,1.0
2024,455117,R,R,8,CH,2,2,1.0
2024,455117,R,R,8,CU,4,4,1.0
2024,455117,R,R,8,FF,1,0,0.0
2024,455117,R,R,8,SI,8,4,0.5
2024,455117,R,R,8,SL,7,6,0.8571428571428571
2024,455117,R,R,8,ST,2,2,1.0
2024,455117,R,R,9,CU,3,1,0.3333333333333333
2024,455117,R,R,9,FC,2,1,0.5
2024,455117,R,R,9,FF,6,4,0.6666666666666666
2024,455117,R,R,9,KC,1,1,1.0
2024,455117,R,R,9,SI,4,2,0.5
2024,455117,R,R,9,SL,5,3,0.6
2024,455117,R,R,9,ST,2,1,0.5
2024,455117,R,R,11,CH,3,1,0.3333333333333333
2024,455117,R,R,11,CU,2,2,1.0
2024,455117,R,R,11,FC,2,2,1.0
2024,455117,R,R,11,FF,13,6,0.46153846153846156
2024,455117,R,R,11,SI,8,5,0.625
2024,455117,R,R,11,SL,1,0,0.0
2024,455117,R,R,11,ST,3,1,0.3333333333333333
2024,455117,R,R,12,CU,2,1,0.5
2024,455117,R,R,12,FC,6,2,0.3333333333333333
2024,455117,R,R,12,FF,26,11,0.4230769230769231
2024,455117,R,R,12,SI,1,0,0.0
2024,455117,R,R,12,SL,2,1,0.5
2024,455117,R,R,13,CH,2,0,0.0
2024,455117,R,R,13,CU,1,1,1.0
2024,455117,R,R,13,FC,1,0,0.0
2024,455117,R,R,13,KC,1,0,0.0
2024,455117,R,R,13,SI,6,1,0.16666666666666666
2024,455117,R,R,13,SL,1,0,0.0
2024,455117,R,R,14,CH,5,0,0.0
2024,455117,R,R,14,CU,11,0,0.0
2024,455117,R,R,14,FC,14,3,0.21428571428571427
2024,455117,R,R,14,FF,4,0,0.0
2024,455117,R,R,14,KC,1,0,0.0
2024,455117,R,R,14,SI,7,0,0.0
2024,455117,R,R,14,SL,27,12,0.4444444444444444
2024,455117,R,R,14,ST,19,9,0.47368421052631576
2024,455117,R,R,14,SV,1,0,0.0
2024,456781,R,L,1,CU,1,0,0.0
2024,456781,R,L,1,FF,4,2,0.5
2024,456781,R,L,1,SI,4,4,1.0
2024,456781,R,L,1,SL,1,0,0.0
2024,456781,R,L,1,ST,1,1,1.0
2024,456781,R,L,2,CH,1,0,0.0
2024,456781,R,L,2,FC,1,1,1.0
2024,456781,R,L,2,FF,15,11,0.7333333333333333
2024,456781,R,L,2,KC,1,1,1.0
2024,456781,R,L,2,SI,5,3,0.6
2024,456781,R,L,2,SL,1,1,1.0
2024,456781,R,L,3,CH,3,1,0.3333333333333333
2024,456781,R,L,3,FF,13,5,0.38461538461538464
2024,456781,R,L,3,SI,6,4,0.6666666666666666
2024,456781,R,L,3,SL,2,1,0.5
2024,456781,R,L,4,CH,1,1,1.0
2024,456781,R,L,4,CU,2,2,1.0
2024,456781,R,L,4,FC,1,0,0.0
2024,456781,R,L,4,FF,8,6,0.75
2024,456781,R,L,4,SI,3,2,0.6666666666666666
2024,456781,R,L,4,SL,2,2,1.0
2024,456781,R,L,4,ST,1,1,1.0
2024,456781,R,L,5,CH,1,0,0.0
2024,456781,R,L,5,CU,3,2,0.6666666666666666
2024,456781,R,L,5,FF,16,12,0.75
2024,456781,R,L,5,SI,10,7,0.7
2024,456781,R,L,5,SL,8,6,0.75
2024,456781,R,L,5,ST,3,2,0.6666666666666666
2024,456781,R,L,6,CH,12,9,0.75
2024,456781,R,L,6,CU,3,2,0.6666666666666666
2024,456781,R,L,6,FC,1,0,0.0
2024,456781,R,L,6,FF,11,5,0.45454545454545453
2024,456781,R,L,6,FS,1,1,1.0
2024,456781,R,L,6,SI,18,14,0.7777777777777778
2024,456781,R,L,6,SL,5,2,0.4
2024,456781,R,L,6,ST,1,0,0.0
2024,456781,R,L,6,SV,1,1,1.0
2024,456781,R,L,7,CH,1,0,0.0
2024,456781,R,L,7,CU,1,1,1.0
2024,456781,R,L,7,FC,1,1,1.0
2024,456781,R,L,7,FF,3,1,0.3333333333333333
2024,456781,R,L,7,SI,4,2,0.5
2024,456781,R,L,7,SL,6,4,0.6666666666666666
2024,456781,R,L,8,CH,6,4,0.6666666666666666
2024,456781,R,L,8,CU,4,2,0.5
2024,456781,R,L,8,FF,8,4,0.5
2024,456781,R,L,8,FS,1,1,1.0
2024,456781,R,L,8,SI,10,6,0.6
2024,456781,R,L,8,SL,3,2,0.6666666666666666
2024,456781,R,L,8,ST,1,1,1.0
2024,456781,R,L,9,CH,7,5,0.7142857142857143
2024,456781,R,L,9,CU,1,1,1.0
2024,456781,R,L,9,FC,2,0,0.0
2024,456781,R,L,9,FF,5,3,0.6
2024,456781,R,L,9,FS,1,1,1.0
2024,456781,R,L,9,KC,1,1,1.0
2024,456781,R,L,9,SI,6,5,0.8333333333333334
2024,456781,R,L,9,SL,2,1,0.5
2024,456781,R,L,9,ST,1,0,0.0
2024,456781,R,L,11,CH,1,0,0.0
2024,456781,R,L,11,FF,27,12,0.4444444444444444
2024,456781,R,L,11,KC,1,0,0.0
2024,456781,R,L,11,SI,7,1,0.14285714285714285
2024,456781,R,L,12,CH,16,3,0.1875
2024,456781,R,L,12,CU,6,1,0.16666666666666666
2024,456781,R,L,12,FC,1,0,0.0
2024,456781,R,L,12,FF,45,10,0.2222222222222222
2024,456781,R,L,12,FS,1,0,0.0
2024,456781,R,L,12,KC,1,0,0.0
2024,456781,R,L,12,SI,16,5,0.3125
2024,456781,R,L,12,SL,7,0,0.0
2024,456781,R,L,12,ST,2,0,0.0
2024,456781,R,L,13,CH,8,1,0.125
2024,456781,R,L,13,CU,8,4,0.5
2024,456781,R,L,13,FC,6,2,0.3333333333333333
2024,456781,R,L,13,FF,14,2,0.14285714285714285
2024,456781,R,L,13,KC,6,4,0.6666666666666666
2024,456781,R,L,13,SI,7,2,0.2857142857142857
