game_year,stand,p_throws,zone,pitch_type,total_pitches,total_swings,swing_percentage
2024,L,R,14,EP,10,3,0.3
2024,L,R,14,FA,18,2,0.1111111111111111
2024,L,R,14,FC,3888,1406,0.36162551440329216
2024,L,R,14,FF,5784,816,0.14107883817427386
2024,L,R,14,FO,15,4,0.26666666666666666
2024,L,R,14,FS,2858,836,0.2925122463261022
2024,L,R,14,KC,1748,637,0.36441647597254007
2024,L,R,14,KN,88,16,0.18181818181818182
2024,L,R,14,SC,32,10,0.3125
2024,L,R,14,SI,2812,293,0.10419630156472262
2024,L,R,14,SL,9000,3627,0.403
2024,L,R,14,ST,2815,1108,0.39360568383658967
2024,L,R,14,SV,194,84,0.4329896907216495
2024,R,L,1,CH,88,30,0.3409090909090909
2024,R,L,1,CU,117,34,0.2905982905982906
2024,R,L,1,EP,1,1,1.0
2024,R,L,1,FA,3,3,1.0
2024,R,L,1,FC,551,408,0.7404718693284936
2024,R,L,1,FF,3256,2410,0.7401719901719902
2024,R,L,1,FO,2,1,0.5
2024,R,L,1,FS,8,2,0.25
2024,R,L,1,KC,17,5,0.29411764705882354
2024,R,L,1,SI,739,373,0.5047361299052774
2024,R,L,1,SL,238,141,0.592436974789916
2024,R,L,1,ST,97,63,0.6494845360824743
2024,R,L,1,SV,6,2,0.3333333333333333
