game_year,batter,stand,p_throws,outcome,zone,ev_bucket,skew,mean,std,n,level
2024,457705,R,R,out,9,,-32925181.14834354,39.000006593359785,40.24313637632322,14,outcome_zone
2024,457705,R,R,single,5,,-214102.9007637886,19.000528189364772,25.884718622208354,10,outcome_zone
2024,457705,R,R,double,,,-773.2746835079873,31.044835871226056,15.325419705621151,15,outcome
2024,457705,R,R,home_run,,,6031313.10804048,22.999994191763292,7.115672063975163,14,outcome
2024,457705,R,R,out,,,-0.940506158250439,34.805237769139254,39.13074621997471,162,outcome
2024,457705,R,R,single,,,-4.416662964545344,22.570423491479232,25.973384983550183,51,outcome
2024,457705,R,R,,,,-1.1626441196242925,34.35220579879916,36.011738142599114,243,global
2024,457759,R,L,out,,,2.1487707395637266,-11.585697092262498,39.83159304863626,70,outcome
2024,457759,R,L,single,,,-1.8852881366086205,30.398959638409234,27.191293526836674,18,outcome
2024,457759,R,L,,,,-0.6441535003040024,29.154353695911652,27.2189879815528,101,global
2024,457759,R,R,out,2,,-0.8749912340196064,46.97117830140101,22.310529664988536,14,outcome_zone
2024,457759,R,R,out,4,,-6.690361626832228,67.91981439914252,46.14418745762707,20,outcome_zone
2024,457759,R,R,out,5,,-2.018424956449795,51.719912016046194,43.398657202680624,31,outcome_zone
2024,457759,R,R,out,6,,-1.885169689819468,48.94028091622013,49.1676303226602,25,outcome_zone
2024,457759,R,R,out,7,,-1.1327926741405179,30.027019980234172,29.76668034962227,11,outcome_zone
2024,457759,R,R,out,8,,0.44445500275398797,3.1104319447959767,33.59769091278679,18,outcome_zone
2024,457759,R,R,out,9,,-1.1279486854421434,31.85903355933842,30.43510152000158,25,outcome_zone
2024,457759,R,R,out,14,,0.4882391749656949,8.469004227474585,33.74880737531991,14,outcome_zone
2024,457759,R,R,single,14,,-1.996144174446289,19.65221422569738,8.897213868348832,10,outcome_zone
2024,457759,R,R,double,,,-3.3985446846432663,27.316061238657586,9.507792132444646,15,outcome
2024,457759,R,R,out,,,-2.6087692113622367,54.40225140470824,46.48938827096977,195,outcome
2024,457759,R,R,single,,,-2.402702869519457,26.218873283412456,22.12859914188506,66,outcome
2024,457759,R,R,,,,-1.5339664667973745,41.85676521003729,36.0480343028952,285,global
2024,467793,L,R,out,1,,0.2503355379490587,21.131530714993314,25.985942184538878,18,outcome_zone
2024,467793,L,R,out,2,,-10798641.134920366,82.0000238295112,53.28745583412227,20,outcome_zone
2024,467793,L,R,out,4,,0.29740485231529684,-3.542193693994389,34.51180263200074,26,outcome_zone
2024,467793,L,R,out,5,,-9797413.968028894,76.00002957730474,62.579083125537736,37,outcome_zone
2024,467793,L,R,out,6,,-1432787.2727960732,73.00014957802802,47.854982653020585,15,outcome_zone
2024,467793,L,R,out,7,,1.006112312429681,-13.565516914250644,42.70872966126076,29,outcome_zone
2024,467793,L,R,out,8,,5.3083370461322135,-17.532084805046104,40.41515558972059,19,outcome_zone
2024,467793,L,R,out,11,,-2776.922680587273,68.04644407607096,48.140922596914734,14,outcome_zone
2024,467793,L,R,out,13,,-15454815.639640763,45.000015873716734,49.855561275907945,28,outcome_zone
2024,467793,L,R,single,4,,11999217.49825294,0.9999933846585303,15.614566492801366,11,outcome_zone
2024,467793,L,R,single,13,,-1231123.8264344041,15.000111350664259,30.81092177083206,11,outcome_zone
2024,467793,L,R,double,,,-20541386.91593737,23.00000245650375,9.872807747689016,19,outcome
2024,467793,L,R,home_run,,,2089362.3612885186,21.999976676793764,9.902571000709731,11,outcome
2024,467793,L,R,out,,,-3.1846315697677974,64.2196907343351,55.78006353439922,226,outcome
2024,467793,L,R,single,,,-2.231309408628275,23.33208692233586,21.02556372613767,54,outcome
2024,467793,L,R,,,,-1.3548712739911082,45.160380843829756,40.86732115181229,310,global
2024,467793,R,L,out,6,,0.33535747483770384,-0.9894685772751046,31.131931755693092,11,outcome_zone
2024,467793,R,L,out,9,,3.7093701158452212,-37.14574718360462,41.57377024140229,13,outcome_zone
2024,467793,R,L,home_run,,,9342049.399183799,20.999994514144753,10.36760254518557,12,outcome
2024,467793,R,L,out,,,-0.07096122942699226,8.704378281045063,34.26442065367509,78,outcome
2024,467793,R,L,single,,,-9.478257669869201,19.294930877604244,23.63238797701641,25,outcome
2024,467793,R,L,,,,-1.2457293521981945,32.00940378014767,37.58158412374365,122,global
2024,493329,R,L,out,,,-1.3348675291834786,37.594562678378225,33.40805830184733,13,outcome
2024,493329,R,L,,,,-1.0771953755206716,32.513829048761124,29.847324487894205,15,global
2024,493329,R,R,out,,,-1.7848200448690332,37.893970027852625,47.86598900917806,15,outcome
2024,493329,R,R,,,,-1.569722626456952,28.4386418329961,37.989554726173225,26,global
2024,500743,R,L,out,2,,1.2335879442230366,-2.546663078062224,31.56588563030997,12,outcome_zone
2024,500743,R,L,out,,,1.2444420626625257,-16.779225057646883,43.4868948894393,69,outcome
2024,500743,R,L,single,,,-1.1903652627014285,29.22008614932905,24.001991251710493,19,outcome
2024,500743,R,L,,,,0.4873736745437388,-0.5565347801779907,32.28618638664177,96,global
2024,500743,R,R,out,4,,4.877220245680454,-27.64643073402974,43.593016352781426,17,outcome_zone
2024,500743,R,R,out,5,,-4.023154540103592,49.433055812355875,40.371764008770455,19,outcome_zone
2024,500743,R,R,out,6,,-0.2532298439501016,28.035169816577017,28.49131388649618,11,outcome_zone
2024,500743,R,R,out,8,,23399428.893792197,-35.000010114279675,44.071867880163175,18,outcome_zone
2024,500743,R,R,out,9,,-0.5785960405376805,19.58336740286314,40.40340686335877,16,outcome_zone
2024,500743,R,R,out,14,,15490951.886893008,-71.00002000762248,63.55949569134103,10,outcome_zone
2024,500743,R,R,double,,,-6.160601432398163,22.300649997140077,18.26255069328165,15,outcome
2024,500743,R,R,out,,,-0.2009589399823305,12.970297962400895,33.6372224192819,126,outcome
2024,500743,R,R,single,,,-7.887732859348761,27.267518219124412,26.510658385134384,41,outcome
2024,500743,R,R,,,,-0.9227087841137054,26.46320149954813,34.23564592407486,186,global
2024,501303,L,R,,,,-202662.48524474783,36.00091125944086,45.093050449061025,11,global
2024,502054,R,L,out,4,,-1.033577159267057,52.152805983026994,33.739618974705145,13,outcome_zone
2024,502054,R,L,out,6,,19253231.75464624,-33.000015577679505,58.44912822456797,12,outcome_zone
2024,502054,R,L,out,8,,-1.5162516658679945,15.527673465192603,34.547364049532064,11,outcome_zone
2024,502054,R,L,out,,,0.755254809467391,-4.106000528642749,35.92004254531807,62,outcome
2024,502054,R,L,single,,,-3956714.180144202,21.000033199837553,27.037538659766568,16,outcome
2024,502054,R,L,,,,-0.8885075557481523,29.898791605903043,33.89120122577599,86,global
2024,502054,R,R,out,2,,-3681861.7373899734,61.00006882002963,53.42787738799595,14,outcome_zone
2024,502054,R,R,out,4,,2.787102281204959,-23.414136094274493,36.29365552535802,16,outcome_zone
2024,502054,R,R,out,5,,-0.0750354857551809,16.18559035177703,30.832592626723283,29,outcome_zone
2024,502054,R,R,out,6,,-32998530.765253946,72.00000977131839,64.51725962051103,15,outcome_zone
2024,502054,R,R,out,7,,-4.226145640456139,45.36034778389794,51.20885794906155,10,outcome_zone
2024,502054,R,R,out,8,,6930308.338824742,-33.000027654707836,41.009810358664325,24,outcome_zone
2024,502054,R,R,out,9,,2.8799504784157954,-40.43627044000431,59.67895050551252,16,outcome_zone
2024,502054,R,R,out,14,,-0.5856923675593395,8.79981387843852,40.335850284496516,15,outcome_zone
2024,502054,R,R,single,9,,-6645.039273182272,19.01317014876001,26.849323457890705,11,outcome_zone
2024,502054,R,R,double,,,-1.4689705511255124,31.051289941427896,19.016411406934488,17,outcome
2024,502054,R,R,out,,,-0.6595200378195227,26.97121016584705,37.10413711674342,163,outcome
2024,502054,R,R,single,,,-3.1937867780009297,24.803986244882594,25.788729200636947,61,outcome
2024,502054,R,R,,,,-1.1678450248312147,32.7184805222075,36.46360603644679,248,global
2024,502110,R,L,out,4,,-1.3806253177457548,49.01090814634729,37.53926671187442,12,outcome_zone
2024,502110,R,L,out,9,,3.636876645410072,-14.291670900329475,43.41160702596959,10,outcome_zone
2024,502110,R,L,out,,,-1.5303568414819284,49.6138723374728,35.327638181844804,49,outcome
2024,502110,R,L,single,,,0.7752190472346491,5.775035525409775,7.791892387455659,19,outcome
2024,502110,R,L,,,,1.4850437369156881,2.0486351222660977,29.340414700827388,80,global
2024,502110,R,R,out,1,,8815224.9833452,-16.000031580931363,54.06808339579922,13,outcome_zone
2024,502110,R,R,out,5,,-2.420079640819397,49.132173624773536,38.269581195935956,29,outcome_zone
2024,502110,R,R,out,6,,5.3772809332340445,-22.12507054470514,33.01671524438466,12,outcome_zone
2024,502110,R,R,out,8,,0.991936221470859,-12.160968679206942,32.73099742887702,24,outcome_zone
2024,502110,R,R,out,9,,-56647279.34901148,43.00000427321817,43.943399152547556,21,outcome_zone
2024,502110,R,R,out,14,,-1.554139995055558,10.014709768312148,31.44620128905192,12,outcome_zone
2024,502110,R,R,single,9,,2.2314334824620903,6.2770377589627895,20.486974875462316,11,outcome_zone
2024,502110,R,R,double,,,-8253.162102836377,28.00604439261508,13.948396104576013,18,outcome
2024,502110,R,R,home_run,,,5484840.416522989,21.999993627517696,6.891603214435708,10,outcome
2024,502110,R,R,out,,,0.5516064401956713,-0.3956614824320889,30.655042701262353,143,outcome
2024,502110,R,R,single,,,-2.527087519073433,27.947083735445172,31.12634165245297,42,outcome
2024,502110,R,R,,,,-1.2455306250521312,32.06911427930591,32.79310634829385,214,global
2024,502671,R,L,out,5,,-55622719.783750534,49.00000554173528,53.40520941134514,11,outcome_zone
2024,502671,R,L,out,8,,58640783.37282497,-24.00000381008236,39.339402639320156,12,outcome_zone
2024,502671,R,L,double,,,-1.1988353510615375,26.91257064841829,10.686951121965517,11,outcome
2024,502671,R,L,out,,,-0.3756038050412425,24.790966715574022,30.793352975899232,79,outcome
2024,502671,R,L,single,,,-4.033953743918698,28.63346653672724,30.98466685106935,28,outcome
2024,502671,R,L,,,,-1.265970252252865,36.42697815500115,34.153879169427015,123,global
2024,502671,R,R,out,5,95-100,-12462851.277205583,63.000019345796005,43.48655292295874,11,outcome_zone_ev_bucket
2024,502671,R,R,out,1,,-11869609.649353813,70.0000221083466,53.32962075868018,14,outcome_zone
2024,502671,R,R,out,2,,0.21084713258323715,10.244893675064493,34.02663522427863,13,outcome_zone
2024,502671,R,R,out,4,,41346678.791985095,-11.000004988399983,40.524119131585536,15,outcome_zone
2024,502671,R,R,out,5,,-1.6164915229582453,48.25726541813056,38.43797876314243,28,outcome_zone
2024,502671,R,R,out,6,,-0.3055348644504583,29.3855714660354,32.32046442781976,20,outcome_zone
2024,502671,R,R,out,7,,-17880094.33201231,50.00001334747131,44.01496266152168,14,outcome_zone
2024,502671,R,R,out,8,,2.1101706149243196,-20.48403590813102,31.413532953352014,31,outcome_zone
2024,502671,R,R,out,9,,-1.365252932155414,19.40040645272108,42.171936877398494,22,outcome_zone
2024,502671,R,R,out,12,,-2.6903867481797197,57.54444495102166,48.7406835528775,11,outcome_zone
2024,502671,R,R,out,13,,-21686089.83928795,52.00001273052027,53.783266607091576,14,outcome_zone
2024,502671,R,R,out,14,,0.49141681540292004,-12.129486488864462,20.553241570742088,19,outcome_zone
2024,502671,R,R,single,5,,-3.322095544364074,15.890273596345903,9.37394941875008,11,outcome_zone
2024,502671,R,R,single,9,,-4.694750451294689,23.269770848396696,30.002996755229848,14,outcome_zone
2024,502671,R,R,double,,,15524868.115944669,6.999994444295055,17.56763591284986,22,outcome
2024,502671,R,R,home_run,,,4826908.053840725,23.99999116884048,8.047554120137043,17,outcome
2024,502671,R,R,out,,,-0.5146802354873821,23.863857589845445,32.319847411804275,210,outcome
2024,502671,R,R,single,,,-2.6192581955119376,21.85236893519627,24.061535623091547,64,outcome
2024,502671,R,R,,,,-1.2084953689602131,33.12267152430756,33.77942053205349,314,global
2024,514888,R,L,out,12,,-7580258.9895977415,59.000035364254046,55.37756641254708,10,outcome_zone
2024,514888,R,L,double,,,23259995.85926702,9.999997655708661,11.111247988883619,15,outcome
2024,514888,R,L,out,,,-2.960571394591067,63.71257385363823,52.69080813515794,69,outcome
2024,514888,R,L,single,,,-3.254596592986671,26.386732756890005,25.46938349062806,38,outcome
2024,514888,R,L,,,,-0.5018405203472316,28.824094519617145,29.669536125630263,126,global
2024,514888,R,R,out,6,95-100,-14179931.960373562,42.000010263919876,29.37699115032514,12,outcome_zone_ev_bucket
2024,514888,R,R,out,1,,16207326.044792876,-16.000017231035358,52.640363438061314,19,outcome_zone
2024,514888,R,R,out,2,,-2.4541226358188526,55.13432888708165,51.247990301523046,23,outcome_zone
2024,514888,R,R,out,3,,0.8038013583485284,-4.674524910679137,32.56584089584586,16,outcome_zone
2024,514888,R,R,out,4,,2.675523080257622,-15.488090677853071,31.560864646575567,20,outcome_zone
2024,514888,R,R,out,5,,1.9283510055364013,-18.869846841245668,40.34377607216598,33,outcome_zone
2024,514888,R,R,out,6,,0.37089388889763975,3.756962264919143,27.116730378403485,32,outcome_zone
2024,514888,R,R,out,8,,4.079328993322244,-20.82817689935652,39.24307343982059,13,outcome_zone
2024,514888,R,R,out,9,,0.5839194181147038,-5.2738820618887425,28.006040086079437,21,outcome_zone
2024,514888,R,R,out,11,,4.908999725270029,-7.457949877292462,37.12782630182083,14,outcome_zone
2024,514888,R,R,out,12,,0.5295084885912386,-2.0175443613295947,31.325290071232264,22,outcome_zone
2024,514888,R,R,out,14,,2.5337817470997717,-26.38177396309552,40.01101820755594,25,outcome_zone
2024,514888,R,R,single,5,,-27478990.86311716,19.000003980970156,21.83858233913555,12,outcome_zone
2024,514888,R,R,single,6,,-4.086757889348099,29.154324084153746,31.376336684099513,14,outcome_zone
2024,514888,R,R,single,14,,-2211.208521896719,31.048092726452694,32.966782525072276,16,outcome_zone
2024,514888,R,R,double,,,0.811855693472118,13.511482193174164,11.611266938468791,17,outcome
2024,514888,R,R,home_run,,,2.2695383220398453,27.253736481024255,6.830105466871255,16,outcome
2024,514888,R,R,out,,,0.9403404677218152,-6.856161696849527,34.30117438578526,255,outcome
2024,514888,R,R,single,,,-3.190732107931938,27.44505904591862,28.151968320839835,95,outcome
2024,514888,R,R,,,,-0.8550523834214068,27.55660624731086,30.3073893632601,383,global
2024,516782,R,L,out,8,,60882907.48601785,-27.000003865778226,42.99204342312305,11,outcome_zone
2024,516782,R,L,out,,,1.8292840807038084,-23.650288105092486,34.53801685842092,47,outcome
2024,516782,R,L,single,,,-3.3885777925015867,27.440253402512795,25.282020037861265,24,outcome
2024,516782,R,L,,,,-1.3484612868100303,23.76893683273307,28.936603289835638,81,global
2024,516782,R,R,out,4,,1.1435758904605033,-17.97106788905036,29.024619180685228,16,outcome_zone
2024,516782,R,R,out,5,,2.999089626781272,-35.84037922075264,43.57329068439802,20,outcome_zone
2024,516782,R,R,out,6,,0.5868569772480864,-0.07338972894285911,31.17947614066101,19,outcome_zone
2024,516782,R,R,out,8,,-2.8168946663623107,24.872171688005153,47.912900673078795,18,outcome_zone
2024,516782,R,R,out,9,,2.171175354371805,-25.347079553869975,42.116233719407035,14,outcome_zone
2024,516782,R,R,out,14,,0.09130625208240221,-6.585264372444877,28.282962178950008,15,outcome_zone
2024,516782,R,R,out,,,-0.618557923600821,12.612403183932297,31.91421708412723,134,outcome
2024,516782,R,R,single,,,-4.847328689832375,24.065817811577276,27.71105681605144,46,outcome
2024,516782,R,R,,,,-1.7391999776034188,27.160880866098644,36.56699643601838,194,global
2024,518595,R,L,out,,,-0.719671955724725,26.98982573102689,37.42398433791742,33,outcome
2024,518595,R,L,,,,-1.52628789706289,38.03644285208061,37.80103657421729,50,global
2024,518595,R,R,out,4,,41488035.55937983,-17.000004702244066,36.56353489740255,14,outcome_zone
2024,518595,R,R,out,5,,-3.0389364955713174,67.70815681854987,46.86481464459627,18,outcome_zone
2024,518595,R,R,out,6,,1.6806926586545283,-22.373523872965997,36.50540932447956,13,outcome_zone
2024,518595,R,R,out,7,,3.040531590226843,-52.66498640696305,57.59629001544994,10,outcome_zone
2024,518595,R,R,out,8,,7091475.355826881,-31.00003109042349,45.1469997112859,13,outcome_zone
2024,518595,R,R,out,9,,3.281126911809069,-29.070041794202375,32.657428333617624,12,outcome_zone
2024,518595,R,R,double,,,0.6708029211221769,14.587044769323837,6.876177730157942,14,outcome
2024,518595,R,R,out,,,0.7540674292004663,-7.158661478175781,36.6478060445524,115,outcome
2024,518595,R,R,single,,,-1.3269272004369763,16.771939010280036,15.065974657043794,34,outcome
2024,518595,R,R,,,,0.34243120942738403,3.9749934711122714,28.308604474065476,171,global
2024,518692,L,L,out,4,,-1593998.2199682943,38.00010068028672,34.27376086992416,11,outcome_zone
2024,518692,L,L,out,5,,-1.3587375546572291,41.050816731080786,36.48991931385331,15,outcome_zone
2024,518692,L,L,out,7,,8552601.844516795,-10.000020828746528,36.35826616024069,16,outcome_zone
2024,518692,L,L,out,8,,-3.9755967704607165,44.12938488101426,39.72307385309436,13,outcome_zone
2024,518692,L,L,out,13,,-54212459.530735135,14.000003424829664,36.476088370143,12,outcome_zone
2024,518692,L,L,out,14,,3.15202091958332,-7.140264250650576,32.19898920182996,11,outcome_zone
2024,518692,L,L,double,,,-1.8721610655818481,26.88509807779902,11.838991982846348,12,outcome
2024,518692,L,L,out,,,-1.7680227329159055,38.88265073018865,36.25904957511918,116,outcome
2024,518692,L,L,single,,,-0.958719695539719,17.884392471739137,17.920646238703597,29,outcome
2024,518692,L,L,,,,-1.6000124745108493,34.94443370335338,31.471724397087094,165,global
2024,518692,L,R,out,7,100-105,-97049788.92439142,4.000000851369919,15.384486179574345,10,outcome_zone_ev_bucket
2024,518692,L,R,out,2,,-29584357.14290505,57.00000964033208,52.8420566002263,13,outcome_zone
2024,518692,L,R,out,4,,-37751568.03238096,62.00000770005673,51.66522751241973,13,outcome_zone
2024,518692,L,R,out,5,,-48795737.34387024,59.000004606121394,43.64965947973704,18,outcome_zone
2024,518692,L,R,out,6,,-83961.1617445015,59.00213518798722,45.48150178798994,29,outcome_zone
2024,518692,L,R,out,7,,0.9747397760402114,-18.468793232102616,20.777101323494705,25,outcome_zone
2024,518692,L,R,out,8,,-2.2507895699473788,45.31159044177201,50.65485865200414,19,outcome_zone
2024,518692,L,R,out,9,,-8.147165094349369,54.54989709588567,38.91224583286777,12,outcome_zone
2024,518692,L,R,out,11,,-1.2388641711429886,38.7790204393915,26.834869725497324,12,outcome_zone
2024,518692,L,R,out,13,,-1.0865111347806025,23.549858204949874,33.98281743403295,20,outcome_zone
2024,518692,L,R,single,5,,-3.4064133029065724,20.127194870167443,12.432139484467774,13,outcome_zone
2024,518692,L,R,single,8,,-196374349.54158235,20.000000580753007,20.98996783419422,11,outcome_zone
2024,518692,L,R,double,,,-0.9225974817834977,23.211745346281578,6.2358510199957475,24,outcome
2024,518692,L,R,home_run,,,3.993935536993279,24.373455649758693,6.392114630755521,16,outcome
2024,518692,L,R,out,,,-3.345507235931074,52.076337451572044,47.955116541326575,183,outcome
2024,518692,L,R,single,,,-3.400722147762208,23.029189839578258,18.394605039842148,65,outcome
2024,518692,L,R,,,,-1.8552671851994562,39.65554034476638,35.34737586971261,289,global
2024,518735,L,R,out,4,,-0.8071166803717418,32.724670588647456,38.06463701866507,14,outcome_zone
2024,518735,L,R,out,5,,11138643.228821285,-47.00002443764603,56.98910657870795,17,outcome_zone
2024,518735,L,R,out,,,1.7061138295882818,-25.657066807619856,45.694654731022695,95,outcome
2024,518735,L,R,single,,,2.1549431537056156,-2.307542053301919,19.35930386974605,20,outcome
2024,518735,L,R,,,,-0.7736094026894282,25.51052955198518,33.528378030330046,131,global
2024,518735,R,L,out,,,-1.5943101600694911,43.751360067913865,42.98481299860879,29,outcome
2024,518735,R,L,single,,,-13526734.265494347,20.000006216656573,15.681369169903789,10,outcome
2024,518735,R,L,,,,-1.208106374773767,34.24939754233064,34.162444296079805,42,global
2024,518792,L,L,,,,-1.4549523559123676,29.572068803501555,37.59569530839153,11,global
2024,518792,L,R,out,4,,17473402.41506447,-19.000014988748063,53.19176625763632,13,outcome_zone
2024,518792,L,R,out,5,,-32118392.67946957,72.00000884266498,55.104573006284795,13,outcome_zone
2024,518792,L,R,out,6,,-1.0708876024065634,38.61559793775055,38.16119654335556,18,outcome_zone
2024,518792,L,R,out,7,,1.8822730467515907,-22.585564295382795,31.888866802076343,17,outcome_zone
2024,518792,L,R,out,8,,6.264507056972295,-25.979122735019615,23.744875478942802,13,outcome_zone
2024,518792,L,R,double,,,1.0011184953881203,6.20719061612175,11.28708795371405,12,outcome
2024,518792,L,R,out,,,1.0711572695999303,-12.997197749024878,39.74170714345241,122,outcome
2024,518792,L,R,single,,,-2.4667307151425835,20.37311933359546,21.46038868030176,21,outcome
2024,518792,L,R,,,,0.49353266891997305,-0.046203315727852676,30.702020015575428,166,global
2024,518934,R,L,out,,,-4.104967805839273,38.50235783478368,50.596781003516895,55,outcome
2024,518934,R,L,single,,,-23393289.987251274,19.000005131183165,20.671127738804515,12,outcome
2024,518934,R,L,,,,-3.0650939736875484,33.36180952495238,44.23534926098777,68,global
2024,518934,R,R,out,5,,4.292223684870864,-41.50421356610319,52.42435646860061,14,outcome_zone
2024,518934,R,R,out,,,1.094026329498551,-22.46633650843481,38.91625528432256,79,outcome
2024,518934,R,R,single,,,-5.029539111402412,24.701087028281936,26.70541718154884,23,outcome
2024,518934,R,R,,,,-0.7290039119551455,17.578198797012,32.255120735730046,108,global
2024,519203,L,L,out,5,,-0.15382895904931831,30.05354894604887,20.225229964499356,10,outcome_zone
2024,519203,L,L,out,,,-0.28963887370353203,28.672972093043416,35.69204897419308,52,outcome
2024,519203,L,L,single,,,-1.7114699226453935,24.72032616791268,19.365449512789887,17,outcome
2024,519203,L,L,,,,0.619028010936554,4.563164193835378,34.06272948184728,71,global
2024,519203,L,R,out,4,,1.510553169700349,-27.00410470621695,47.037498967339545,15,outcome_zone
2024,519203,L,R,out,5,,-0.05708563211070093,29.224844574381702,29.378661547661206,18,outcome_zone
2024,519203,L,R,out,6,,5260366.614691978,-19.000039614768518,43.82130217225422,12,outcome_zone
2024,519203,L,R,out,7,,-0.7096324049206872,36.83329587602391,38.587908585578475,18,outcome_zone
