game_year,batter,stand,p_throws,outcome,zone,ev_bucket,launch_angle_bucket,skew,mean,std,n,level
2024,457705,R,R,out,6,,,17595871.05376304,-28.29716264888384,33.108489763154154,21,outcome_zone
2024,457705,R,R,out,8,,,26457562.732761763,-41.041016190107754,40.68448474984656,16,outcome_zone
2024,457705,R,R,out,9,,,35262331.01220669,-33.743208368634825,28.224959227149952,14,outcome_zone
2024,457705,R,R,single,5,,,7189983.984434516,-26.646426077175192,26.54763497085827,10,outcome_zone
2024,457705,R,R,double,,,,8822825.908245347,-35.69084126565761,38.479004047505754,15,outcome
2024,457705,R,R,home_run,,,,19589079.394456998,-36.5422419237255,29.297859086826545,13,outcome
2024,457705,R,R,out,,,,4.43404546085343,-33.65203187730444,39.898513719667534,162,outcome
2024,457705,R,R,single,,,,3.431135347308465,-25.576240729880087,26.84112634230521,51,outcome
2024,457705,R,R,,,,,4.332816553309716,-32.59713829726172,37.10788454735372,242,global
2024,457759,R,L,out,,,,3.7568120546757675,-26.590987764579417,34.21392620078195,70,outcome
2024,457759,R,L,single,,,,-0.059293607079297955,4.148310891000666,24.84425391400024,18,outcome
2024,457759,R,L,,,,,34.124932272066395,-36.37960386089,40.99430594452001,101,global
2024,457759,R,R,out,2,,,17335718.711465277,-29.99576846346834,27.020053704742022,14,outcome_zone
2024,457759,R,R,out,4,,,25053522.333000466,-25.59554574710424,37.858455427676105,20,outcome_zone
2024,457759,R,R,out,5,,,4786492.550280917,-31.927325678517334,37.72196918963908,31,outcome_zone
2024,457759,R,R,out,6,,,-23523458.940913424,30.108043008686664,43.59889124237742,25,outcome_zone
2024,457759,R,R,out,7,,,2657849.3000870002,-40.08153292102854,38.72961407688878,11,outcome_zone
2024,457759,R,R,out,8,,,46474955.76790864,-33.46013566737605,41.687839371399974,18,outcome_zone
2024,457759,R,R,out,9,,,8.939266690142233,-27.13843229912849,32.05396539209731,25,outcome_zone
2024,457759,R,R,out,14,,,1.5260600657326386,-18.39911471503227,23.396539250549424,14,outcome_zone
2024,457759,R,R,single,14,,,2.66725123234756,-14.99104625399336,19.310872301426063,10,outcome_zone
2024,457759,R,R,double,,,,39458885.207192525,-38.43543954514526,27.04607498794843,15,outcome
2024,457759,R,R,out,,,,2.828182133983301,-27.11057728975895,34.03939055010153,195,outcome
2024,457759,R,R,single,,,,11.655991131991776,-30.682346790265164,31.216206617255622,66,outcome
2024,457759,R,R,,,,,2.8660980940959724,-29.028187386248113,33.329661715189346,285,global
2024,467793,L,R,out,1,,,-12735335.457280505,24.98172639082169,30.267706349719397,18,outcome_zone
2024,467793,L,R,out,2,,,-9.926540570203459,35.246146761683974,52.643903950889225,20,outcome_zone
2024,467793,L,R,out,4,,,-11.4219766694163,36.35940803253024,33.02085191493654,26,outcome_zone
2024,467793,L,R,out,5,,,-84535.66009432726,42.37494035934142,42.73523235851469,37,outcome_zone
2024,467793,L,R,out,6,,,-6.537349499422383,39.65421048563283,35.11265368858763,15,outcome_zone
2024,467793,L,R,out,7,,,-1.7422451520124476,37.961206055212074,34.10001684500314,29,outcome_zone
2024,467793,L,R,out,8,,,-12309093.85446629,35.35275121191097,22.604504122548477,19,outcome_zone
2024,467793,L,R,out,11,,,1.3054088083293542,-26.833585976850003,36.823346609753656,14,outcome_zone
2024,467793,L,R,out,13,,,-2.384321769376391,27.54893351816235,29.326219501363607,28,outcome_zone
2024,467793,L,R,single,4,,,-3953.8934708708994,34.46364117023401,25.653908014548577,11,outcome_zone
2024,467793,L,R,single,13,,,-10329894.621233664,24.846697323282264,34.462520513267364,11,outcome_zone
2024,467793,L,R,double,,,,-77200217.55345443,41.925068902874386,36.910723576874716,19,outcome
2024,467793,L,R,home_run,,,,-21775243.74574574,34.99352124957089,16.648192416585538,11,outcome
2024,467793,L,R,out,,,,-3.2674411871460625,37.617775722680875,38.89265797921104,228,outcome
2024,467793,L,R,single,,,,-21.951935443344126,33.4726648724339,31.174929195471677,54,outcome
2024,467793,L,R,,,,,-3.494997952304739,37.5060886936694,37.1285161930101,312,global
2024,467793,R,L,out,6,,,5333986.552326258,-30.265438712002627,31.947730836398136,11,outcome_zone
2024,467793,R,L,out,9,,,2.8604277433756486,-28.516562788673973,28.26719357150479,13,outcome_zone
2024,467793,R,L,home_run,,,,63861866.742527485,-38.550626859043064,34.70694064570202,12,outcome
2024,467793,R,L,out,,,,2.440381906519235,-31.052358290482942,32.717786674276695,78,outcome
2024,467793,R,L,single,,,,3.340178046708931,-33.74628150992878,27.840109177057343,26,outcome
2024,467793,R,L,,,,,2.9632936713576115,-33.79586466862882,32.9390682110098,123,global
2024,493329,R,L,out,,,,30343458.22208166,-37.08125389790162,38.21634186838911,13,outcome
2024,493329,R,L,,,,,7136110.773496751,-37.081272931217796,37.17523301106206,15,global
2024,493329,R,R,out,,,,36040134.741115525,-32.84534148110275,30.776476139950326,15,outcome
2024,493329,R,R,,,,,7.3935742165179725,-36.334638764914075,27.991433948906888,26,global
2024,500743,R,L,out,2,,,-19592429.045910843,28.212549929888766,33.81152647192759,12,outcome_zone
2024,500743,R,L,out,,,,10.182271377773528,-33.25569497052395,38.95893198261558,69,outcome
2024,500743,R,L,single,,,,-0.6330937216623442,8.515224771923194,24.816310829016103,19,outcome
2024,500743,R,L,,,,,18.96267835931983,-36.750484306040775,41.76419642330406,96,global
2024,500743,R,R,out,4,,,3.618775675674197,-35.128097081002764,31.029086469377432,17,outcome_zone
2024,500743,R,R,out,5,,,3766789.5955608212,-26.209634397101176,37.48671823553374,19,outcome_zone
2024,500743,R,R,out,6,,,-3.012157976707779,30.905743835138537,26.42377263934717,11,outcome_zone
2024,500743,R,R,out,8,,,2.0836848760740283,-26.637373358269954,17.42367087374996,18,outcome_zone
2024,500743,R,R,out,9,,,4.475237326087912,-20.340019662730043,30.92064486654545,17,outcome_zone
2024,500743,R,R,out,14,,,2.9773926826925505,-24.251481146798298,27.731477707226432,10,outcome_zone
2024,500743,R,R,double,,,,16272946.034017898,-39.65004396618361,35.476860673322086,15,outcome
2024,500743,R,R,out,,,,1.5549159443359726,-21.719927901407402,28.63787439127063,127,outcome
2024,500743,R,R,single,,,,14265543.331269652,-33.96279396755739,37.95274704673301,41,outcome
2024,500743,R,R,,,,,4.129732769997424,-33.159456909665906,36.47965727687057,187,global
2024,501303,L,R,,,,,-5.956518731642927,26.10566572865335,31.489515692885373,14,global
2024,502054,R,L,out,4,,,-9122054.701192467,26.830106809402032,41.323359492564975,13,outcome_zone
2024,502054,R,L,out,6,,,21582707.946091667,-22.349265793481777,36.93173243027569,12,outcome_zone
2024,502054,R,L,out,8,,,13297627.017095976,-32.587748333270554,26.94434080615308,11,outcome_zone
2024,502054,R,L,out,,,,0.25928875281235575,-6.558811420150056,24.645486656772327,62,outcome
2024,502054,R,L,single,,,,0.34830441506730847,-6.688639206023018,22.123344736806168,16,outcome
2024,502054,R,L,,,,,0.09234123138844444,-2.8474451505184453,23.91759674508757,86,global
2024,502054,R,R,out,2,,,-23904841.491476737,30.1006128882469,31.37870524903804,14,outcome_zone
2024,502054,R,R,out,4,,,10635155.113473605,-28.654684550549476,33.842443827797865,16,outcome_zone
2024,502054,R,R,out,5,,,-14769594.698954515,33.97326857291276,39.3523274297158,29,outcome_zone
2024,502054,R,R,out,6,,,-30935865.63892392,30.232331722458085,31.04204957499409,15,outcome_zone
2024,502054,R,R,out,7,,,68453967.3923023,-27.932767033127092,31.282281005154537,10,outcome_zone
2024,502054,R,R,out,8,,,12.77250809292578,-32.3991548208389,30.281735162816872,24,outcome_zone
2024,502054,R,R,out,9,,,6.802263557766013,-33.27106880041952,46.384652157076886,16,outcome_zone
2024,502054,R,R,out,14,,,-9418631.16722636,26.05187502180204,31.266178559947157,15,outcome_zone
2024,502054,R,R,single,9,,,54772701.73663947,-29.301752915930585,29.550208036815263,11,outcome_zone
2024,502054,R,R,double,,,,74870490.75968143,-34.475841864867164,37.526274496833906,17,outcome
2024,502054,R,R,out,,,,-0.873882727476059,14.095467886184483,26.503027201768774,164,outcome
2024,502054,R,R,single,,,,7.300114335462661,-24.576806592858304,31.127816069130553,61,outcome
2024,502054,R,R,,,,,-0.598731470686731,9.295476597344145,23.702776668357142,249,global
2024,502110,R,L,out,4,,,0.011448169705630236,-1.8215291556728463,21.88817546901426,12,outcome_zone
2024,502110,R,L,out,9,,,37031225.52950834,-19.29894399837898,39.42732240729367,10,outcome_zone
2024,502110,R,L,out,,,,6.111017858486621,-28.00112631543277,40.68777622147755,49,outcome
2024,502110,R,L,single,,,,86217449.81452343,-32.19389808253109,28.416359882954275,19,outcome
2024,502110,R,L,,,,,3.1984235952651847,-27.398235577905226,36.18554252137193,80,global
2024,502110,R,R,out,1,,,30066282.429411113,-23.795796741970527,29.96665558326893,13,outcome_zone
2024,502110,R,R,out,5,,,4.333930336471356,-26.097087605515572,35.92476979132877,29,outcome_zone
2024,502110,R,R,out,6,,,3.6195468077597845,-30.534598370881977,31.33551248348865,12,outcome_zone
2024,502110,R,R,out,8,,,203609632.4842434,-34.819590711526885,33.22812299258143,24,outcome_zone
2024,502110,R,R,out,9,,,-0.7169694025491119,12.068469983629733,22.48898189659146,21,outcome_zone
2024,502110,R,R,out,14,,,49405486.05182195,-25.94535937046122,21.67965158928861,12,outcome_zone
2024,502110,R,R,single,9,,,3.793446681534266,-20.646821920304262,28.729812201376188,11,outcome_zone
2024,502110,R,R,double,,,,-0.42578708942654453,8.720033349636747,25.207200782768112,18,outcome
2024,502110,R,R,home_run,,,,-6.2768319849497445,23.132885489993594,24.569288735398597,10,outcome
2024,502110,R,R,out,,,,4.527006431759233,-29.85360398886843,34.20739786398484,144,outcome
2024,502110,R,R,single,,,,1.4472987259295413,-18.26431970032412,27.064767433166807,42,outcome
2024,502110,R,R,,,,,3.3472733898885814,-27.55073148996967,33.17055541180319,215,global
2024,502671,R,L,out,5,,,7909241.0811791215,-32.3199417852352,35.5383501500114,11,outcome_zone
2024,502671,R,L,out,8,,,13554513.241279952,-29.74620062205885,29.378919783955986,12,outcome_zone
2024,502671,R,L,double,,,,56683951.51095535,-35.587129902334766,37.59962217486343,12,outcome
2024,502671,R,L,out,,,,4.589690379365741,-28.592691774236748,33.761838806699316,81,outcome
2024,502671,R,L,single,,,,6.981190204540331,-35.962234543020486,35.90888095816952,28,outcome
2024,502671,R,L,,,,,11.52093073563929,-35.273576678337065,37.97923869060702,126,global
2024,502671,R,R,out,5,95-100,,-0.478437761020829,6.135979540696621,15.123164093141153,11,outcome_zone_ev_bucket
2024,502671,R,R,out,1,,,18887158.756893158,-29.513821291148695,24.002441219387634,14,outcome_zone
2024,502671,R,R,out,2,,,8.415400937987073,-27.841452906873613,32.06140786780966,13,outcome_zone
2024,502671,R,R,out,4,,,26134382.715465665,-31.84327664303131,27.966665612428002,15,outcome_zone
2024,502671,R,R,out,5,,,-0.5419052763891987,5.901119001389965,18.319824231673337,28,outcome_zone
2024,502671,R,R,out,6,,,4.703483081391827,-28.326139295562612,43.34206271415038,20,outcome_zone
2024,502671,R,R,out,7,,,14899826.042173276,-35.65183956896044,35.995876361160185,14,outcome_zone
2024,502671,R,R,out,8,,,-1.231144416382155,7.838063129351926,21.07360649285799,31,outcome_zone
2024,502671,R,R,out,9,,,-41129037.60869979,30.320759846913298,34.403018992043144,23,outcome_zone
2024,502671,R,R,out,12,,,137166743.59394804,-14.837451974335481,39.15228850158547,11,outcome_zone
2024,502671,R,R,out,13,,,49569587.337871954,-27.826231420667725,31.596331078424498,14,outcome_zone
2024,502671,R,R,out,14,,,-6.228946019994014,29.804214145504382,30.512889063506094,19,outcome_zone
2024,502671,R,R,single,5,,,0.27419339212806015,-2.192362590112955,21.532863302843534,11,outcome_zone
2024,502671,R,R,single,9,,,-0.24524360870434483,9.938483684709286,21.116913079564952,14,outcome_zone
2024,502671,R,R,double,,,,24498827.05876743,-39.44786198982335,45.03612604561445,22,outcome
2024,502671,R,R,home_run,,,,40037279.63429862,-37.08263097796778,36.82916227184829,17,outcome
2024,502671,R,R,out,,,,4.1461026325363655,-28.130688304682096,34.403374450767615,213,outcome
2024,502671,R,R,single,,,,5.027289023198172,-29.487164966359526,34.51442198815418,64,outcome
2024,502671,R,R,,,,,4.367867468231804,-30.035666700302727,35.78026908028568,317,global
2024,514888,R,L,out,12,,,0.5962689271238427,-10.24518750966746,26.21452661823858,10,outcome_zone
2024,514888,R,L,double,,,,15665901.26266316,-38.781548721832195,29.04966203390653,15,outcome
2024,514888,R,L,out,,,,2.0190037180115805,-32.28620363907433,32.82455404504961,71,outcome
2024,514888,R,L,single,,,,6.866303373312035,-37.44098445828752,26.29003529408432,39,outcome
2024,514888,R,L,,,,,2.957630438999523,-36.39973602499026,31.939260049041245,129,global
2024,514888,R,R,out,6,95-100,,-17088018.752157893,28.11974209380616,25.70026542975799,12,outcome_zone_ev_bucket
2024,514888,R,R,out,1,,,1.1112211614101764,-27.428799052015748,34.36926427726563,19,outcome_zone
2024,514888,R,R,out,2,,,1.2736415059605295,-32.82399665174521,26.470122266585413,23,outcome_zone
2024,514888,R,R,out,3,,,5.452690167046354,-28.472773323412863,31.954128402545273,16,outcome_zone
2024,514888,R,R,out,4,,,8431915.272402875,-35.95122025528235,24.087701542276108,20,outcome_zone
2024,514888,R,R,out,5,,,6.646895594497902,-36.540153511359335,34.85868492069211,33,outcome_zone
2024,514888,R,R,out,6,,,3.2797642466021637,-29.58335425854512,34.88908313402257,32,outcome_zone
2024,514888,R,R,out,8,,,1.7518468892509609,-25.685095023802447,22.54136072888859,13,outcome_zone
2024,514888,R,R,out,9,,,34175533.45194427,-26.021484823519543,26.09705347878497,21,outcome_zone
2024,514888,R,R,out,11,,,5.563602398849149,-31.71935652546292,28.31001264544625,14,outcome_zone
2024,514888,R,R,out,12,,,-6864049.750549104,30.841830691323082,34.447806524461186,22,outcome_zone
2024,514888,R,R,out,14,,,4.364782693336359,-24.76906749068134,25.567141959563934,25,outcome_zone
2024,514888,R,R,single,5,,,7.6181954922405195,-32.39706642321033,21.426215313630017,12,outcome_zone
2024,514888,R,R,single,6,,,-0.33006013231865483,-2.3541410632281017,17.75011728234586,14,outcome_zone
2024,514888,R,R,single,14,,,0.511837315606658,-10.792091170046714,21.287395349892087,16,outcome_zone
2024,514888,R,R,double,,,,29849037.453833178,-38.21264617471607,20.89580923541611,18,outcome
2024,514888,R,R,home_run,,,,9024208.03786262,-37.383886721346244,14.936206678780408,16,outcome
2024,514888,R,R,out,,,,2.367424284783257,-30.205226873882786,29.992095277287874,257,outcome
2024,514888,R,R,single,,,,6.5584466155967585,-34.384288682231244,32.12691774356141,96,outcome
2024,514888,R,R,,,,,2.875825523001775,-32.853594300024085,30.616552699685265,387,global
2024,516782,R,L,out,8,,,22419847.836952277,-31.69257353224053,23.50161798887654,11,outcome_zone
2024,516782,R,L,out,,,,16.13836549131002,-32.00676529981145,32.967546587872704,47,outcome
2024,516782,R,L,single,,,,8.640425868496152,-32.10373744313644,33.97715241756434,24,outcome
2024,516782,R,L,,,,,8.126394103689506,-33.02679466018553,32.70819472619971,81,global
2024,516782,R,R,out,4,,,8957099.675097907,-33.47638470444703,29.254892611050657,16,outcome_zone
2024,516782,R,R,out,5,,,0.2886218630270767,-3.700633767328145,20.362800076439772,20,outcome_zone
2024,516782,R,R,out,6,,,-9.501480862309553,36.37358963994008,35.117485925927866,19,outcome_zone
2024,516782,R,R,out,8,,,4222516.2576166885,-32.750197506545675,32.09499786154119,18,outcome_zone
2024,516782,R,R,out,9,,,2.9122742627797873,-30.283952076048323,19.163636077214484,14,outcome_zone
2024,516782,R,R,out,14,,,-4.101121797948309,27.801849547003464,30.95339126548305,15,outcome_zone
2024,516782,R,R,out,,,,11.404355389151778,-32.60004891316301,36.69299109409299,134,outcome
2024,516782,R,R,single,,,,2.9919635754065954,-26.72555139497389,34.874623046681336,47,outcome
2024,516782,R,R,,,,,5.72710745868671,-31.082869736812206,36.08867815325284,195,global
2024,518595,R,L,out,,,,19214883.706414852,-36.08039643983436,43.67272633794937,33,outcome
2024,518595,R,L,,,,,49969876.96468854,-37.23285503888242,41.547013814367716,50,global
2024,518595,R,R,out,4,,,3.1209234660638554,-27.47185529019952,28.324307881281143,14,outcome_zone
2024,518595,R,R,out,5,,,-3.109637569802531,31.578299975364697,34.750467616766656,18,outcome_zone
2024,518595,R,R,out,6,,,3.5528770618883123,-26.800952580233215,25.314343964950332,13,outcome_zone
2024,518595,R,R,out,7,,,57740011.19914721,-22.304801205909868,26.8009373854048,10,outcome_zone
2024,518595,R,R,out,8,,,59939002.93231633,-30.49043236796483,31.08697555833667,14,outcome_zone
2024,518595,R,R,out,9,,,28537045.401351966,-27.05259640910583,33.28773010875068,12,outcome_zone
2024,518595,R,R,double,,,,-29345913.415949948,37.64797776390178,42.65312299800917,14,outcome
2024,518595,R,R,out,,,,-0.6856462527926348,6.979999482997657,23.97334446575603,119,outcome
2024,518595,R,R,single,,,,-0.209722902853958,4.434009576398803,18.452156891008023,35,outcome
2024,518595,R,R,,,,,-0.6341323071275178,7.929800027465516,23.9410319120623,176,global
2024,518692,L,L,out,4,,,-1.772081169425649,18.477054975573125,26.77278491591547,11,outcome_zone
2024,518692,L,L,out,5,,,0.10518642492018765,-5.719965216023576,22.22188209904811,15,outcome_zone
2024,518692,L,L,out,7,,,-3.0963938082387408,34.34787024305156,27.938168802611443,16,outcome_zone
2024,518692,L,L,out,8,,,31574873.38254998,-30.618198000668286,39.291650397990125,13,outcome_zone
2024,518692,L,L,out,13,,,-11110945.63339296,38.751047294758735,32.86105241191969,12,outcome_zone
2024,518692,L,L,out,14,,,-0.16756650215946756,8.046179069940543,21.704704523432696,11,outcome_zone
2024,518692,L,L,double,,,,-4.296580610206577,26.15008908091216,38.13212086209556,12,outcome
2024,518692,L,L,out,,,,0.07360927072026491,-0.24391708993743924,22.418511793424727,116,outcome
2024,518692,L,L,single,,,,-14.618780306727185,32.23175079708085,31.407778393425854,29,outcome
2024,518692,L,L,,,,,-9.94344859264815,36.070512467654154,40.74269632700306,165,global
2024,518692,L,R,out,7,100-105,,-25146100.191434696,24.506071995278596,26.742772331811224,10,outcome_zone_ev_bucket
2024,518692,L,R,out,2,,,0.325104706991322,-9.951245647170698,26.039872052633644,13,outcome_zone
2024,518692,L,R,out,4,,,77560932.75162199,-31.538605972104378,38.76058424097015,13,outcome_zone
2024,518692,L,R,out,5,,,-0.2943267857134483,6.102371142001356,20.541963534267154,18,outcome_zone
2024,518692,L,R,out,6,,,-6.431948353038097,33.93754130054259,38.90176448840822,29,outcome_zone
2024,518692,L,R,out,7,,,-30544849.35196203,37.65729681153584,34.03808556798131,25,outcome_zone
2024,518692,L,R,out,8,,,0.7994516670253123,-10.612717466589924,24.020881224674635,19,outcome_zone
2024,518692,L,R,out,9,,,-7012165.898707876,34.98293203487651,35.98337278648236,12,outcome_zone
2024,518692,L,R,out,11,,,3.4239202255709698,-32.41979830551459,27.247468646261495,12,outcome_zone
2024,518692,L,R,out,13,,,-13125865.523201104,32.27355679804475,35.10355146273018,20,outcome_zone
2024,518692,L,R,single,5,,,-8.359542181695168,36.923999749450864,35.263309177882206,13,outcome_zone
2024,518692,L,R,single,8,,,-21621816.907962777,33.061447931522075,30.847674138191948,11,outcome_zone
2024,518692,L,R,double,,,,0.33869492081871044,-10.069790425360512,27.54041204134191,24,outcome
2024,518692,L,R,home_run,,,,-1.4472696953048154,22.556238465757513,22.63035638571951,16,outcome
2024,518692,L,R,out,,,,-6.0147433687766565,34.51461320510847,38.68500519432568,183,outcome
2024,518692,L,R,single,,,,-9.771344982064235,33.686034665326055,33.630081654522606,65,outcome
2024,518692,L,R,,,,,-7.079628668166674,34.94987169781179,38.587036011646774,289,global
2024,518735,L,R,out,4,,,-40015001.79524183,23.006113477830596,36.777676386821,14,outcome_zone
2024,518735,L,R,out,5,,,32523967.90121845,-18.681736352825176,29.399772084686987,17,outcome_zone
2024,518735,L,R,out,,,,-4.753813421206182,34.06359954998415,34.035624549630896,95,outcome
2024,518735,L,R,single,,,,-6.43173678487376,30.66922070422479,26.85235681680151,20,outcome
2024,518735,L,R,,,,,-4.887128719611994,34.02884694884261,32.10686966065913,131,global
2024,518735,R,L,out,,,,10889399.565474521,-34.45292221325697,38.48749421276881,29,outcome
2024,518735,R,L,single,,,,48041401.67321935,-21.75983518955467,24.47133334570598,10,outcome
2024,518735,R,L,,,,,6.626380974954981,-30.605845981155348,36.64655250717601,42,global
2024,518792,L,L,,,,,-5445761.121922703,22.90684448135226,27.171759666187015,11,global
2024,518792,L,R,out,4,,,-34377455.35713944,30.74452105917412,49.901099671089554,13,outcome_zone
2024,518792,L,R,out,5,,,-89707632.29846704,26.510310686704358,30.75697400812166,14,outcome_zone
2024,518792,L,R,out,6,,,-1936.8860949231898,38.15732147648681,32.78997813054086,18,outcome_zone
2024,518792,L,R,out,7,,,-13825389.812282804,38.11077845677404,31.024881573308036,17,outcome_zone
2024,518792,L,R,out,8,,,6.242836399234842,11.694245165232944,16.525960300524588,13,outcome_zone
2024,518792,L,R,double,,,,-420384.58820259233,38.84393781593343,30.328640737407646,13,outcome
2024,518792,L,R,out,,,,-296258.19032566366,39.65657931302465,37.25612893405413,123,outcome
2024,518792,L,R,single,,,,-5.94888719615072,32.44439042250144,19.867858529376363,21,outcome
2024,518792,L,R,,,,,-914.6711129880207,39.69850649599664,34.31028333292653,168,global
2024,518934,R,L,out,,,,-5.7682680778223485,24.64673066759386,32.938800900579224,55,outcome
2024,518934,R,L,single,,,,-36342578.07030516,35.19209301444934,31.187269495995388,12,outcome
2024,518934,R,L,,,,,-4.6311681589843685,26.469269756840593,32.952695463647316,68,global
2024,518934,R,R,out,5,,,0.3865485236197077,-1.2428485290705051,19.460556574471283,14,outcome_zone
2024,518934,R,R,out,,,,-0.40610700469309535,5.233274462574794,22.50899790733012,79,outcome
2024,518934,R,R,single,,,,-8.362122189938534,28.98563793022373,27.168150923822594,23,outcome
2024,518934,R,R,,,,,-1.6266079376926441,19.680815354072685,28.5209930148975,107,global
2024,519203,L,L,out,5,,,-160133379.17992157,37.2330100386431,33.081367065522215,10,outcome_zone
2024,519203,L,L,out,,,,-9.4727953788175,36.42815377166096,38.5768845870645,52,outcome
