rosterTeamId,playerId,fullName,saveOpportunities,holds,bullpenAppearances,season,bullpenOrder,abbreviation
138,606149,Giovanny Gallegos,22,24,73,2021,2,STL
138,650893,Génesis Cabrera,3,28,71,2021,3,STL
138,664854,Ryan Helsley,3,10,51,2021,4,STL
138,472610,Luis García,3,12,34,2021,5,STL
138,594965,Daniel Ponce de Leon,3,0,22,2021,6,STL
138,519008,T.J. McFarland,1,15,38,2021,7,STL
138,502522,Justin Miller,1,1,18,2021,8,STL
139,650895,Diego Castillo,16,4,37,2021,1,TB
139,552640,Andrew Kittredge,9,7,53,2021,2,TB
139,664126,Pete Fairbanks,7,14,47,2021,3,TB
139,605488,Jeffrey Springs,4,10,43,2021,4,TB
139,657044,Ryan Thompson,4,11,36,2021,5,TB
139,656420,J.P. Feyereisen,4,6,34,2021,6,TB
139,670950,Trevor Richards,3,5,32,2021,7,TB
139,543521,Collin McHugh,3,6,30,2021,8,TB
140,453178,Ian Kennedy,17,0,32,2021,1,TEX
140,669618,Joe Barlow,12,3,31,2021,2,TEX
140,607359,Spencer Patton,5,11,42,2021,3,TEX
140,622250,Josh Sborz,4,9,63,2021,4,TEX
140,642701,Dennis Santana,3,5,39,2021,5,TEX
140,656685,Brett Martin,2,11,66,2021,6,TEX
140,570257,Joely Rodríguez,2,9,31,2021,7,TEX
140,676969,Brett de Geus,2,3,28,2021,8,TEX
141,543272,Brad Hand,26,0,41,2021,1,TOR
141,605447,Jordan Romano,24,5,62,2021,2,TOR
141,465657,Joakim Soria,8,3,31,2021,3,TOR
141,641835,Tim Mayza,4,19,61,2021,4,TOR
141,503569,Rafael Dolis,4,3,39,2021,5,TOR
141,670950,Trevor Richards,3,5,32,2021,6,TOR
141,543022,Tyler Chatwood,2,11,30,2021,7,TOR
141,642048,Tayler Saucedo,2,1,29,2021,8,TOR
142,517008,Alex Colomé,24,5,67,2021,1,MIN
142,573124,Taylor Rogers,13,8,40,2021,2,MIN
142,570663,Hansel Robles,12,14,45,2021,3,MIN
142,608648,Tyler Duffey,5,22,64,2021,4,MIN
142,660896,Jorge Alcala,5,11,59,2021,5,MIN
142,621248,Ralph Garza Jr.,2,2,18,2021,6,MIN
142,543056,Danny Coulombe,1,2,28,2021,7,MIN
142,677976,Randy Dobnak,1,0,8,2021,8,MIN
143,593576,Héctor Neris,19,11,74,2021,1,PHI
143,453178,Ian Kennedy,17,0,32,2021,2,PHI
143,621237,José Alvarado,8,16,64,2021,3,PHI
143,624133,Ranger Suárez,7,0,27,2021,4,PHI
143,656322,Sam Coonrod,6,8,40,2021,5,PHI
143,641401,Connor Brogdon,5,11,55,2021,6,PHI
143,605151,Archie Bradley,5,13,53,2021,7,PHI
143,445213,Brandon Kintzler,2,2,28,2021,8,PHI
144,519293,Will Smith,43,0,71,2021,1,ATL
144,593144,Richard Rodríguez,17,0,37,2021,2,ATL
144,621345,A.J. Minter,6,23,61,2021,3,ATL
144,455119,Chris Martin,5,13,46,2021,4,ATL
144,592426,Luke Jackson,4,31,71,2021,5,ATL
144,657097,Jacob Webb,3,0,34,2021,6,ATL
144,656794,Sean Newcomb,2,2,32,2021,7,ATL
144,554431,Tyler Matzek,1,24,69,2021,8,ATL
145,521230,Liam Hendriks,44,0,69,2021,1,CWS
145,518886,Craig Kimbrel,25,0,39,2021,2,CWS
145,607481,Aaron Bummer,8,21,62,2021,3,CWS
145,676051,Codi Heuer,5,4,25,2021,4,CWS
145,605359,Evan Marshall,4,7,27,2021,5,CWS
145,572193,Ryan Tepera,3,16,43,2021,6,CWS
145,641582,Matt Foster,2,2,37,2021,7,CWS
145,614179,José Ruiz,1,4,59,2021,8,CWS
146,571670,Dylan Floro,21,11,68,2021,1,MIA
146,554340,Yimi García,18,2,39,2021,2,MIA
146,542947,Richard Bleier,6,20,68,2021,3,MIA
146,669622,Anthony Bender,5,12,59,2021,4,MIA
146,542914,Anthony Bass,4,19,69,2021,5,MIA
146,605276,David Hess,2,2,13,2021,6,MIA
146,647315,Zach Pop,1,3,50,2021,7,MIA
146,643256,Adam Cimber,1,7,39,2021,8,MIA
147,547973,Aroldis Chapman,34,1,61,2021,1,NYY
147,643338,Chad Green,12,18,67,2021,2,NYY
147,642528,Jonathan Loáisiga,9,18,57,2021,3,NYY
147,502154,Zack Britton,4,11,22,2021,4,NYY
147,476595,Lucas Luetge,3,3,56,2021,5,NYY
147,593974,Wandy Peralta,3,5,45,2021,6,NYY
147,570257,Joely Rodríguez,2,9,31,2021,7,NYY
147,605280,Clay Holmes,2,5,25,2021,8,NYY
158,623352,Josh Hader,35,0,60,2021,1,MIL
158,502202,Brad Boxberger,9,23,71,2021,2,MIL
158,608718,Brent Suter,9,9,60,2021,3,MIL
158,642207,Devin Williams,6,23,58,2021,4,MIL
158,656420,J.P. Feyereisen,4,6,34,2021,5,MIL
158,641360,Phil Bickford,3,10,56,2021,6,MIL
158,596057,Daniel Norris,3,6,38,2021,7,MIL
158,670950,Trevor Richards,3,5,32,2021,8,MIL
108,628452,Raisel Iglesias,19,0,39,2022,1,LAA
108,623474,Jimmy Herget,12,6,48,2022,2,LAA
108,572193,Ryan Tepera,11,17,59,2022,3,LAA
108,571901,Aaron Loup,6,19,65,2022,4,LAA
108,650671,José Quijada,5,12,42,2022,5,LAA
108,605151,Archie Bradley,4,4,21,2022,6,LAA
108,642545,Jaime Barria,3,5,34,2022,7,LAA
108,445926,Jesse Chavez,2,10,45,2022,8,LAA
109,453343,Mark Melancon,21,1,62,2022,1,ARI
109,453178,Ian Kennedy,16,10,57,2022,2,ARI
109,573009,Joe Mantiply,8,22,69,2022,3,ARI
109,598287,Noé Ramirez,4,11,55,2022,4,ARI
109,606625,Reyes Moronta,4,4,17,2022,5,ARI
109,656464,Kevin Ginkel,3,5,30,2022,6,ARI
109,641871,Keynan Middleton,2,1,18,2022,7,ARI
109,664092,Sean Poppen,1,4,29,2022,8,ARI
110,605347,Jorge López,23,0,44,2022,1,BAL
110,642585,Félix Bautista,17,13,65,2022,2,BAL
110,622253,Dillon Tate,6,16,67,2022,3,BAL
110,641329,Bryan Baker,3,9,64,2022,4,BAL
110,672335,Cionel Pérez,2,25,66,2022,5,BAL
110,669211,Keegan Akin,2,3,44,2022,6,BAL
110,663989,Nick Vespi,2,1,25,2022,7,BAL
110,607216,Joey Krehbiel,1,10,56,2022,8,BAL
111,670167,John Schreiber,11,22,64,2022,1,BOS
111,598264,Matt Barnes,10,4,44,2022,2,BOS
111,656557,Tanner Houck,9,1,28,2022,3,BOS
111,621381,Matt Strahm,8,13,50,2022,4,BOS
111,570663,Hansel Robles,8,7,26,2022,5,BOS
111,676477,Garrett Whitlock,8,4,22,2022,6,BOS
111,518489,Ryan Brasier,5,13,68,2022,7,BOS
111,518617,Jake Diekman,4,12,44,2022,8,BOS
112,502085,David Robertson,19,0,36,2022,1,CHC
112,592858,Rowan Wick,14,4,64,2022,2,CHC
112,676714,Brandon Hughes,12,8,57,2022,3,CHC
112,643410,Mark Leiter Jr.,6,4,31,2022,4,CHC
112,655889,Manuel Rodríguez,6,2,14,2022,5,CHC
112,571710,Mychal Givens,5,6,40,2022,6,CHC
112,664123,Scott Effross,3,13,46,2022,7,CHC
112,455119,Chris Martin,3,3,26,2022,8,CHC
113,664747,Alexis Díaz,14,13,59,2022,1,CIN
113,519326,Hunter Strickland,11,4,66,2022,2,CIN
113,663574,Tony Santillan,7,6,21,2022,3,CIN
113,605521,Art Warren,6,4,39,2022,4,CIN
113,669270,Joel Kuhnel,3,5,53,2022,5,CIN
113,571656,Buck Farmer,3,5,44,2022,6,CIN
113,664139,Ian Gibaut,3,4,33,2022,7,CIN
113,570666,Luis Cessa,1,5,36,2022,8,CIN
114,661403,Emmanuel Clase,46,0,77,2022,1,CLE
114,663986,Trevor Stephan,5,19,66,2022,2,CLE
114,669212,Eli Morgan,4,10,49,2022,3,CLE
114,675916,James Karinchak,4,8,38,2022,4,CLE
114,680704,Nick Sandlin,3,7,46,2022,5,CLE
114,664139,Ian Gibaut,3,4,33,2022,6,CLE
114,660853,Enyel De Los Santos,2,3,50,2022,7,CLE
114,622065,Alex Young,2,5,23,2022,8,CLE
115,453268,Daniel Bard,37,0,57,2022,1,COL
115,517008,Alex Colomé,7,7,53,2022,2,COL
115,608032,Carlos Estévez,6,13,62,2022,3,COL
115,664875,Justin Lawrence,3,7,38,2022,4,COL
115,656458,Lucas Gilbreath,2,12,47,2022,5,COL
115,596112,Robert Stephenson,2,6,45,2022,6,COL
115,621389,Ty Blach,2,0,23,2022,7,COL
115,659275,Dinelson Lamet,2,3,19,2022,8,COL
116,642397,Gregory Soto,33,2,64,2022,1,DET
116,605242,Michael Fulmer,6,18,41,2022,2,DET
116,656638,Alex Lange,4,21,71,2022,3,DET
116,605177,Andrew Chafin,4,19,64,2022,4,DET
116,641729,Joe Jiménez,4,11,62,2022,5,DET
116,671345,Jason Foley,1,6,60,2022,6,DET
116,676684,Will Vest,1,4,57,2022,7,DET
116,503449,Wily Peralta,1,2,27,2022,8,DET
117,519151,Ryan Pressly,37,0,50,2022,1,HOU
117,606160,Rafael Montero,16,23,71,2022,2,HOU
117,519293,Will Smith,8,10,41,2022,3,HOU
117,593576,Héctor Neris,7,25,70,2022,4,HOU
117,592773,Ryne Stanek,5,17,59,2022,5,HOU
117,664208,Phil Maton,2,14,67,2022,6,HOU
117,650556,Bryan Abreu,2,8,55,2022,7,HOU
117,661527,Seth Martinez,0,3,29,2022,8,HOU
118,605130,Scott Barlow,28,6,69,2022,1,KC
118,664199,Taylor Clarke,8,10,47,2022,2,KC
118,622251,Josh Staumont,6,5,42,2022,3,KC
118,669395,Dylan Coleman,3,16,68,2022,4,KC
118,676092,Collin Snider,2,7,42,2022,5,KC
118,606303,Joel Payamps,2,0,29,2022,6,KC
118,607237,Amir Garrett,1,10,60,2022,7,KC
118,621016,Jose Cuas,1,11,47,2022,8,KC
119,518886,Craig Kimbrel,27,2,63,2022,1,LAD
119,543339,Daniel Hudson,6,9,25,2022,2,LAD
119,660813,Brusdar Graterol,5,10,45,2022,3,LAD
119,623465,Evan Phillips,4,19,64,2022,4,LAD
119,456034,David Price,4,4,40,2022,5,LAD
119,606625,Reyes Moronta,4,4,17,2022,6,LAD
119,681911,Alex Vesia,3,16,63,2022,7,LAD
119,455119,Chris Martin,3,3,26,2022,8,LAD
120,663432,Tanner Rainey,16,1,29,2022,1,WSH
120,640448,Kyle Finnegan,15,14,66,2022,2,WSH
120,459429,Jake McGee,6,4,24,2022,3,WSH
120,605218,Carl Edwards Jr.,5,13,57,2022,4,WSH
120,518553,Steve Cishek,3,6,69,2022,5,WSH
120,644364,Víctor Arano,2,7,43,2022,6,WSH
120,666168,Mason Thompson,2,0,24,2022,7,WSH
120,541640,Erasmo Ramírez,1,5,58,2022,8,WSH
121,621242,Edwin Díaz,35,4,61,2022,1,NYM
121,493603,Adam Ottavino,6,19,66,2022,2,NYM
121,607625,Seth Lugo,6,16,62,2022,3,NYM
121,571710,Mychal Givens,5,6,40,2022,4,NYM
121,622098,Drew Smith,2,14,44,2022,5,NYM
121,592866,Trevor Williams,2,1,21,2022,6,NYM
121,543507,Trevor May,1,6,26,2022,7,NYM
121,592741,Chasen Shreve,1,4,25,2022,8,NYM
133,666204,Dany Jiménez,14,4,34,2022,1,OAK
133,642152,Lou Trivino,12,2,39,2022,2,OAK
133,640462,A.J. Puk,9,20,62,2022,3,OAK
133,642758,Domingo Acevedo,8,20,70,2022,4,OAK
133,667427,Zach Jackson,6,26,54,2022,5,OAK
133,669912,Kirby Snead,3,5,46,2022,6,OAK
133,643493,Austin Pruitt,3,2,38,2022,7,OAK
133,594580,Sam Moll,2,16,53,2022,8,OAK
134,670280,David Bednar,23,4,45,2022,1,PIT
134,640444,Wil Crowe,10,16,59,2022,2,PIT
134,608717,Chris Stratton,7,8,39,2022,3,PIT
134,660787,Yerry De los Santos,5,2,26,2022,4,PIT
134,621249,Duane Underwood Jr.,4,12,50,2022,5,PIT
134,608328,Chase De Jong,4,3,42,2022,6,PIT
134,596112,Robert Stephenson,2,6,45,2022,7,PIT
134,657770,Eric Stout,2,1,18,2022,8,PIT
135,573124,Taylor Rogers,35,0,42,2022,1,SD
135,623352,Josh Hader,31,0,37,2022,2,SD
135,607259,Nick Martinez,9,8,37,2022,3,SD
135,472610,Luis García,4,20,64,2022,4,SD
135,622503,Nabil Crismatt,4,5,49,2022,5,SD
135,663158,Robert Suarez,4,11,45,2022,6,SD
135,621051,Steven Wilson,3,5,49,2022,7,SD
135,659275,Dinelson Lamet,2,3,19,2022,8,SD
136,623149,Paul Sewald,25,8,65,2022,1,SEA
136,662253,Andrés Muñoz,8,22,64,2022,2,SEA
136,650895,Diego Castillo,7,9,59,2022,3,SEA
136,657024,Erik Swanson,5,14,56,2022,4,SEA
136,608716,Drew Steckenrider,4,4,16,2022,5,SEA
136,670036,Matt Festa,3,6,53,2022,6,SEA
136,623167,Chris Flexen,2,0,11,2022,7,SEA
136,670990,Yohan Ramírez,1,3,22,2022,8,SEA
137,666808,Camilo Doval,30,1,68,2022,1,SF
137,608678,Dominic Leone,7,11,55,2022,2,SF
137,459429,Jake McGee,6,4,24,2022,3,SF
137,605154,John Brebbia,4,18,65,2022,4,SF
137,606424,Jarlín García,3,4,58,2022,5,SF
137,501625,Jose Alvarez,3,1,21,2022,6,SF
137,605194,Jharel Cotton,2,2,25,2022,7,SF
137,622065,Alex Young,2,5,23,2022,8,SF
138,664854,Ryan Helsley,23,7,54,2022,1,STL
138,606149,Giovanny Gallegos,20,12,57,2022,2,STL
138,608717,Chris Stratton,7,8,39,2022,3,STL
138,650893,Génesis Cabrera,2,13,39,2022,4,STL
138,676050,Packy Naughton,2,3,23,2022,5,STL
138,669467,Andre Pallante,1,9,37,2022,6,STL
138,621295,Nick Wittgren,1,4,29,2022,7,STL
138,663855,Jordan Hicks,1,8,27,2022,8,STL
139,621363,Colin Poche,13,23,65,2022,1,TB
139,592094,Jason Adam,12,22,67,2022,2,TB
139,548384,Brooks Raley,9,25,60,2022,3,TB
139,657044,Ryan Thompson,8,10,47,2022,4,TB
139,664126,Pete Fairbanks,8,6,24,2022,5,TB
139,552640,Andrew Kittredge,8,0,17,2022,6,TB
139,656222,Jalen Beeks,6,5,35,2022,7,TB
139,542888,Shawn Armstrong,5,2,40,2022,8,TB
140,669618,Joe Barlow,17,0,35,2022,1,TEX
140,600917,José Leclerc,9,4,39,2022,2,TEX
140,656685,Brett Martin,7,7,54,2022,3,TEX
140,519043,Matt Moore,6,14,63,2022,4,TEX
140,642546,Jonathan Hernández,6,3,29,2022,5,TEX
140,456713,Matt Bush,6,9,24,2022,6,TEX
140,656271,Brock Burke,5,9,52,2022,7,TEX
140,667463,John King,5,8,39,2022,8,TEX
141,605447,Jordan Romano,42,3,63,2022,1,TOR
141,643256,Adam Cimber,8,19,77,2022,2,TOR
141,641835,Tim Mayza,6,17,63,2022,3,TOR
141,554340,Yimi García,5,23,61,2022,4,TOR
141,542914,Anthony Bass,3,16,45,2022,5,TOR
141,475479,David Phelps,2,9,64,2022,6,TOR
141,579328,Yusei Kikuchi,2,0,12,2022,7,TOR
141,670950,Trevor Richards,1,8,58,2022,8,TOR
142,605347,Jorge López,23,0,44,2022,1,MIN
142,641941,Emilio Pagán,16,7,59,2022,2,MIN
142,661395,Jhoan Duran,8,18,57,2022,3,MIN
142,643377,Griffin Jax,7,18,65,2022,4,MIN
142,605242,Michael Fulmer,6,18,41,2022,5,MIN
142,608648,Tyler Duffey,5,9,40,2022,6,MIN
142,573204,Caleb Thielbar,2,18,67,2022,7,MIN
142,656730,Trevor Megill,2,3,39,2022,8,MIN
143,502085,David Robertson,19,0,36,2022,1,PHI
143,608349,Corey Knebel,16,2,46,2022,2,PHI
143,622554,Seranthony Domínguez,11,15,54,2022,3,PHI
143,543272,Brad Hand,7,13,55,2022,4,PHI
143,621237,José Alvarado,4,22,59,2022,5,PHI
143,641401,Connor Brogdon,4,6,47,2022,6,PHI
143,571479,Andrew Bellatti,3,9,58,2022,7,PHI
143,544727,Jeurys Familia,2,6,38,2022,8,PHI
144,445276,Kenley Jansen,48,0,65,2022,1,ATL
144,628452,Raisel Iglesias,19,0,39,2022,2,ATL
144,621345,A.J. Minter,9,34,75,2022,3,ATL
144,519293,Will Smith,8,10,41,2022,4,ATL
144,543521,Collin McHugh,5,17,58,2022,5,ATL
144,669276,Dylan Lee,3,9,46,2022,6,ATL
144,623451,Jackson Stephens,3,2,38,2022,7,ATL
144,445926,Jesse Chavez,2,10,45,2022,8,ATL
145,521230,Liam Hendriks,41,0,58,2022,1,CWS
145,608665,Kendall Graveman,12,27,65,2022,2,CWS
145,607481,Aaron Bummer,6,10,32,2022,3,CWS
145,625643,Reynaldo López,5,9,60,2022,4,CWS
145,518617,Jake Diekman,4,12,44,2022,5,CWS
145,656986,Bennett Sousa,2,5,25,2022,6,CWS
145,641582,Matt Foster,1,5,48,2022,7,CWS
145,523260,Joe Kelly,1,15,42,2022,8,CWS
146,656945,Tanner Scott,27,4,67,2022,1,MIA
146,571670,Dylan Floro,14,6,56,2022,2,MIA
146,669622,Anthony Bender,8,3,22,2022,3,MIA
146,542947,Richard Bleier,5,7,54,2022,4,MIA
146,542888,Shawn Armstrong,5,2,40,2022,5,MIA
146,642121,Cole Sulser,5,5,39,2022,6,MIA
146,595345,Steven Okert,4,19,60,2022,7,MIA
146,542914,Anthony Bass,3,16,45,2022,8,MIA
147,605280,Clay Holmes,25,7,62,2022,1,NYY
147,642152,Lou Trivino,12,2,39,2022,2,NYY
147,593974,Wandy Peralta,9,9,56,2022,3,NYY
147,547973,Aroldis Chapman,9,1,43,2022,4,NYY
147,643338,Chad Green,4,3,14,2022,5,NYY
147,642528,Jonathan Loáisiga,3,10,50,2022,6,NYY
147,476595,Lucas Luetge,3,6,50,2022,7,NYY
147,664123,Scott Effross,3,13,46,2022,8,NYY
158,573124,Taylor Rogers,35,0,42,2022,1,MIL
158,623352,Josh Hader,31,0,37,2022,2,MIL
158,642207,Devin Williams,17,26,65,2022,3,MIL
158,502202,Brad Boxberger,8,30,70,2022,4,MIL
158,456713,Matt Bush,6,9,24,2022,5,MIL
158,459429,Jake McGee,6,4,24,2022,6,MIL
158,641627,Trevor Gott,4,11,45,2022,7,MIL
158,657265,Peter Strzelecki,3,4,30,2022,8,MIL
108,608032,Carlos Estévez,35,2,63,2023,1,LAA
108,625643,Reynaldo López,9,10,43,2023,2,LAA
108,650671,José Quijada,5,5,10,2023,3,LAA
108,623474,Jimmy Herget,4,6,28,2023,4,LAA
108,571901,Aaron Loup,3,9,55,2023,5,LAA
108,606965,Chris Devenski,3,10,29,2023,6,LAA
108,681806,Andrew Wantz,3,4,24,2023,7,LAA
108,519043,Matt Moore,2,20,41,2023,8,LAA
109,623149,Paul Sewald,24,0,45,2023,1,ARI
109,543518,Scott McGough,14,14,62,2023,2,ARI
109,605177,Andrew Chafin,12,12,43,2023,3,ARI
109,612434,Miguel Castro,11,13,75,2023,4,ARI
109,656464,Kevin Ginkel,6,8,60,2023,5,ARI
109,669459,Kyle Nelson,4,11,66,2023,6,ARI
109,614179,José Ruiz,2,1,33,2023,7,ARI
109,657044,Ryan Thompson,2,4,18,2023,8,ARI
110,642585,Félix Bautista,39,1,56,2023,1,BAL
110,666974,Yennier Cano,14,31,72,2023,2,BAL
110,605347,Jorge López,7,6,37,2023,3,BAL
110,543056,Danny Coulombe,5,22,61,2023,4,BAL
110,660261,Shintaro Fujinami,5,2,30,2023,5,BAL
110,672335,Cionel Pérez,4,11,65,2023,6,BAL
110,657508,Mike Baumann,4,6,60,2023,7,BAL
110,641329,Bryan Baker,3,11,46,2023,8,BAL
111,445276,Kenley Jansen,33,0,51,2023,1,BOS
111,670174,Josh Winckowski,7,19,59,2023,2,BOS
111,455119,Chris Martin,4,23,55,2023,3,BOS
111,670167,John Schreiber,3,10,44,2023,4,BOS
111,518489,Ryan Brasier,2,10,39,2023,5,BOS
111,601713,Nick Pivetta,2,2,22,2023,6,BOS
111,676477,Garrett Whitlock,2,3,12,2023,7,BOS
111,659275,Dinelson Lamet,2,0,12,2023,8,BOS
112,640470,Adbert Alzolay,25,7,58,2023,1,CHC
112,643410,Mark Leiter Jr.,8,28,69,2023,2,CHC
112,605242,Michael Fulmer,5,11,57,2023,3,CHC
112,657240,Julian Merryweather,4,17,69,2023,4,CHC
112,621016,Jose Cuas,2,4,44,2023,5,CHC
112,502202,Brad Boxberger,2,1,22,2023,6,CHC
112,592767,Drew Smyly,2,1,18,2023,7,CHC
112,676714,Brandon Hughes,2,1,17,2023,8,CHC
113,664747,Alexis Díaz,40,2,71,2023,1,CIN
113,664139,Ian Gibaut,9,23,74,2023,2,CIN
113,571656,Buck Farmer,9,10,71,2023,3,CIN
113,608371,Lucas Sims,8,23,67,2023,4,CIN
113,592741,Chasen Shreve,5,12,47,2023,5,CIN
113,622065,Alex Young,4,14,63,2023,6,CIN
113,571882,Derek Law,4,3,51,2023,7,CIN
113,594580,Sam Moll,3,6,44,2023,8,CIN
114,661403,Emmanuel Clase,56,0,75,2023,1,CLE
114,663986,Trevor Stephan,10,28,71,2023,2,CLE
114,625643,Reynaldo López,9,10,43,2023,3,CLE
114,660853,Enyel De Los Santos,3,16,70,2023,4,CLE
114,669212,Eli Morgan,3,8,61,2023,5,CLE
114,656529,Sam Hentges,3,17,56,2023,6,CLE
114,675916,James Karinchak,3,13,44,2023,7,CLE
114,519043,Matt Moore,2,20,41,2023,8,CLE
115,664875,Justin Lawrence,18,11,69,2023,1,COL
115,572955,Pierce Johnson,15,4,43,2023,2,COL
115,656234,Jake Bird,11,13,67,2023,3,COL
115,641755,Tyler Kinley,7,1,18,2023,4,COL
115,608718,Brent Suter,3,7,55,2023,5,COL
115,453268,Daniel Bard,3,6,50,2023,6,COL
115,543272,Brad Hand,3,2,20,2023,7,COL
115,668970,Gavin Hollowell,2,3,26,2023,8,COL
116,656638,Alex Lange,32,6,67,2023,1,DET
116,671345,Jason Foley,9,28,70,2023,2,DET
116,592741,Chasen Shreve,5,12,47,2023,3,DET
116,676684,Will Vest,5,11,44,2023,4,DET
116,542585,José Cisnero,4,14,63,2023,5,DET
116,669438,Mason Englert,3,2,30,2023,6,DET
116,663947,Tyler Holton,2,14,58,2023,7,DET
116,689225,Beau Brieske,2,5,24,2023,8,DET
117,519151,Ryan Pressly,37,0,65,2023,1,HOU
117,608665,Kendall Graveman,12,8,45,2023,2,HOU
117,650556,Bryan Abreu,9,24,72,2023,3,HOU
117,606160,Rafael Montero,6,10,68,2023,4,HOU
117,593576,Héctor Neris,3,31,71,2023,5,HOU
117,664208,Phil Maton,3,10,68,2023,6,HOU
117,592773,Ryne Stanek,1,3,55,2023,7,HOU
117,661527,Seth Martinez,1,2,35,2023,8,HOU
118,605130,Scott Barlow,16,0,38,2023,1,KC
118,672578,Carlos Hernández,10,17,63,2023,2,KC
118,547973,Aroldis Chapman,7,6,30,2023,3,KC
118,664199,Taylor Clarke,6,12,56,2023,4,KC
118,663704,James McArthur,4,2,16,2023,5,KC
118,621016,Jose Cuas,2,4,44,2023,6,KC
118,676092,Collin Snider,2,3,19,2023,7,KC
118,656353,Tucker Davidson,2,0,18,2023,8,KC
119,623465,Evan Phillips,27,6,62,2023,1,LAD
119,660813,Brusdar Graterol,8,19,67,2023,2,LAD
119,657571,Caleb Ferguson,8,17,61,2023,3,LAD
119,523260,Joe Kelly,7,11,31,2023,4,LAD
119,681911,Alex Vesia,2,10,55,2023,5,LAD
119,622075,Yency Almonte,2,10,49,2023,6,LAD
119,518489,Ryan Brasier,2,10,39,2023,7,LAD
119,592229,Dylan Covey,2,1,27,2023,8,LAD
120,640448,Kyle Finnegan,36,8,67,2023,1,WSH
120,640451,Hunter Harvey,15,19,57,2023,2,WSH
120,666168,Mason Thompson,4,10,51,2023,3,WSH
120,605218,Carl Edwards Jr.,4,13,32,2023,4,WSH
120,607179,Jordan Weems,3,7,51,2023,5,WSH
120,600921,Andrés Machado,2,4,44,2023,6,WSH
120,678606,Jose A. Ferrer,2,5,39,2023,7,WSH
120,641771,Chad Kuhl,2,0,11,2023,8,WSH
121,502085,David Robertson,17,7,40,2023,1,NYM
121,493603,Adam Ottavino,15,12,66,2023,2,NYM
121,548384,Brooks Raley,6,25,66,2023,3,NYM
121,622098,Drew Smith,5,12,62,2023,4,NYM
121,641627,Trevor Gott,5,3,34,2023,5,NYM
121,656257,Jeff Brigham,2,6,37,2023,6,NYM
121,641360,Phil Bickford,1,3,36,2023,7,NYM
121,595928,John Curtiss,1,2,15,2023,8,NYM
133,543507,Trevor May,24,1,49,2023,1,OAK
133,660261,Shintaro Fujinami,5,2,30,2023,2,OAK
133,544727,Jeurys Familia,4,1,14,2023,3,OAK
133,594580,Sam Moll,3,6,44,2023,4,OAK
133,669912,Kirby Snead,3,7,15,2023,5,OAK
133,668674,Lucas Erceg,2,11,50,2023,6,OAK
133,669674,Sam Long,2,5,39,2023,7,OAK
133,663992,Richard Lovelady,2,4,27,2023,8,OAK
134,670280,David Bednar,42,0,66,2023,1,PIT
134,670059,Colin Holderman,6,27,58,2023,2,PIT
134,596112,Robert Stephenson,5,9,42,2023,3,PIT
134,664294,Dauri Moreta,3,5,55,2023,4,PIT
134,681882,Colin Selby,3,3,16,2023,5,PIT
134,669796,Jose E. Hernandez,2,5,50,2023,6,PIT
134,669387,Carmen Mlodzinski,2,10,34,2023,7,PIT
134,621249,Duane Underwood Jr.,2,3,20,2023,8,PIT
135,623352,Josh Hader,38,0,61,2023,1,SD
135,605130,Scott Barlow,16,0,38,2023,2,SD
135,607259,Nick Martinez,7,15,54,2023,3,SD
135,472610,Luis García,3,10,61,2023,4,SD
135,657612,Tim Hill,3,9,48,2023,5,SD
135,663158,Robert Suarez,3,8,26,2023,6,SD
135,621051,Steven Wilson,2,22,52,2023,7,SD
135,641703,Brent Honeywell,2,3,36,2023,8,SD
136,623149,Paul Sewald,24,0,45,2023,1,SEA
136,662253,Andrés Muñoz,16,14,52,2023,2,SEA
136,666374,Matt Brash,9,24,78,2023,3,SEA
136,623437,Justin Topa,5,23,75,2023,4,SEA
136,641627,Trevor Gott,5,3,34,2023,5,SEA
136,642048,Tayler Saucedo,2,3,52,2023,6,SEA
136,642100,Gabe Speier,1,17,69,2023,7,SEA
136,663462,Isaiah Campbell,1,2,27,2023,8,SEA
137,666808,Camilo Doval,47,0,69,2023,1,SF
137,643511,Tyler Rogers,9,30,68,2023,2,SF
137,518397,Scott Alexander,3,6,47,2023,3,SF
137,596001,Jakob Junis,3,2,36,2023,4,SF
137,663941,Tristan Beck,3,4,30,2023,5,SF
137,573124,Taylor Rogers,2,12,60,2023,6,SF
137,676254,Ryan Walker,2,3,36,2023,7,SF
137,592426,Luke Jackson,2,4,33,2023,8,SF
138,664854,Ryan Helsley,19,2,33,2023,1,STL
138,606149,Giovanny Gallegos,16,20,56,2023,2,STL
138,663855,Jordan Hicks,11,6,40,2023,3,STL
138,669467,Andre Pallante,5,14,62,2023,4,STL
138,668941,JoJo Romero,5,3,27,2023,5,STL
138,608717,Chris Stratton,2,4,42,2023,6,STL
138,650893,Génesis Cabrera,2,5,32,2023,7,STL
138,572193,Ryan Tepera,2,2,10,2023,8,STL
139,664126,Pete Fairbanks,29,2,49,2023,1,TB
139,592094,Jason Adam,18,11,56,2023,2,TB
139,621363,Colin Poche,6,22,66,2023,3,TB
139,596112,Robert Stephenson,5,9,42,2023,4,TB
139,606965,Chris Devenski,3,10,29,2023,5,TB
139,687330,Kevin Kelly,2,12,57,2023,6,TB
139,542888,Shawn Armstrong,2,6,33,2023,7,TB
139,656222,Jalen Beeks,2,2,22,2023,8,TB
140,519293,Will Smith,27,8,60,2023,1,TEX
