stand,p_throws,zone,pitch_type,ball_in_play,foul,swinging_strike,total_swings,pct_swinging_strike,pct_foul,pct_ball_in_play
R,R,5.0,CU,2989,2213,590,5792,0.1018646408839779,0.38207872928176795,0.5160566298342542
R,R,5.0,EP,31,14,4,49,0.08163265306122448,0.2857142857142857,0.6326530612244898
R,R,5.0,FA,109,38,9,156,0.057692307692307696,0.24358974358974358,0.6987179487179487
R,R,5.0,FC,4141,3315,974,8430,0.11553973902728351,0.3932384341637011,0.49122182680901544
R,R,5.0,FF,18271,22491,6779,47541,0.14259270945078983,0.47308638859090046,0.38432090195830965
R,R,5.0,FO,7,10,5,22,0.22727272727272727,0.45454545454545453,0.3181818181818182
R,R,5.0,FS,714,588,238,1540,0.15454545454545454,0.38181818181818183,0.4636363636363636
R,R,5.0,KC,1172,718,133,2023,0.0657439446366782,0.35491843796342065,0.5793376173999011
R,R,5.0,KN,78,46,28,152,0.18421052631578946,0.3026315789473684,0.5131578947368421
R,R,5.0,SC,1,1,0,2,0.0,0.5,0.5
R,R,5.0,SI,13627,9061,1428,24116,0.059213799966827005,0.37572565931331897,0.565060540719854
R,R,5.0,SL,11445,8796,2589,22830,0.11340341655716163,0.3852825229960578,0.5013140604467805
R,R,5.0,ST,1760,1668,513,3941,0.13017000761228115,0.4232428317685867,0.4465871606191322
R,R,5.0,SV,176,133,36,345,0.10434782608695652,0.3855072463768116,0.5101449275362319
R,R,6.0,CH,1234,790,463,2487,0.18616807398472054,0.3176517893043828,0.49618013671089667
R,R,6.0,CS,2,1,2,5,0.4,0.2,0.4
R,R,6.0,CU,2547,1456,627,4630,0.13542116630669546,0.3144708423326134,0.5501079913606911
R,R,6.0,EP,37,5,7,49,0.14285714285714285,0.10204081632653061,0.7551020408163265
R,R,6.0,FA,76,51,11,138,0.07971014492753623,0.3695652173913043,0.5507246376811594
R,R,6.0,FC,4985,4172,1626,10783,0.15079291477325418,0.38690531392005933,0.4623017713066864
R,R,6.0,FF,12517,18875,7108,38500,0.18462337662337663,0.4902597402597403,0.32511688311688314
R,R,6.0,FO,0,0,1,1,1.0,0.0,0.0
R,R,6.0,FS,316,211,127,654,0.19418960244648317,0.32262996941896027,0.4831804281345566
R,R,6.0,KC,796,454,187,1437,0.1301322199025748,0.3159359777313848,0.5539318023660403
R,R,6.0,KN,66,59,32,157,0.20382165605095542,0.37579617834394907,0.42038216560509556
R,R,6.0,SC,2,0,1,3,0.3333333333333333,0.0,0.6666666666666666
R,R,6.0,SI,5256,4053,870,10179,0.08547008547008547,0.3981727085175361,0.5163572060123784
R,R,6.0,SL,11694,8561,4312,24567,0.17552000651280172,0.3484755973460333,0.47600439614116496
R,R,6.0,ST,2134,1710,859,4703,0.18264937274080376,0.363597703593451,0.45375292366574527
R,R,6.0,SV,187,126,45,358,0.12569832402234637,0.35195530726256985,0.5223463687150838
R,R,7.0,CH,1849,3378,2139,7366,0.2903882704317133,0.4585935378767309,0.2510181916915558
R,R,7.0,CS,3,5,0,8,0.0,0.625,0.375
R,R,7.0,CU,901,1197,405,2503,0.16180583300039952,0.47822612864562525,0.35996803835397523
R,R,7.0,EP,9,3,0,12,0.0,0.25,0.75
R,R,7.0,FA,20,10,1,31,0.03225806451612903,0.3225806451612903,0.6451612903225806
R,R,7.0,FC,531,452,117,1100,0.10636363636363637,0.4109090909090909,0.4827272727272727
R,R,7.0,FF,4320,3359,463,8142,0.05686563497912061,0.41255219847703267,0.5305821665438467
R,R,7.0,FO,7,9,12,28,0.42857142857142855,0.32142857142857145,0.25
R,R,7.0,FS,578,1045,645,2268,0.2843915343915344,0.4607583774250441,0.25485008818342153
R,R,7.0,KC,375,534,159,1068,0.14887640449438203,0.5,0.351123595505618
R,R,7.0,KN,18,32,7,57,0.12280701754385964,0.5614035087719298,0.3157894736842105
R,R,7.0,SC,3,2,0,5,0.0,0.4,0.6
R,R,7.0,SI,8762,7850,2282,18894,0.1207790833068699,0.4154758124272256,0.46374510426590454
R,R,7.0,SL,2396,2495,854,5745,0.14865100087032201,0.43429068755439515,0.41705831157528284
R,R,7.0,ST,372,367,107,846,0.12647754137115838,0.43380614657210403,0.4397163120567376
R,R,7.0,SV,63,34,5,102,0.049019607843137254,0.3333333333333333,0.6176470588235294
R,R,8.0,CH,3277,3030,2451,8758,0.2798584151632793,0.34596939940625715,0.3741721854304636
R,R,8.0,CS,12,4,4,20,0.2,0.2,0.6
R,R,8.0,CU,2957,2447,1258,6662,0.18883218252776943,0.36730711498048635,0.4438607024917442
R,R,8.0,EP,13,5,4,22,0.18181818181818182,0.22727272727272727,0.5909090909090909
R,R,8.0,FA,40,19,3,62,0.04838709677419355,0.3064516129032258,0.6451612903225806
R,R,8.0,FC,2625,1770,691,5086,0.135863153755407,0.34801415650806133,0.5161226897365316
R,R,8.0,FF,8175,7008,1406,16589,0.08475495810476821,0.42244861052504673,0.4927964313701851
R,R,8.0,FO,7,14,14,35,0.4,0.4,0.2
R,R,8.0,FS,960,962,790,2712,0.29129793510324486,0.3547197640117994,0.35398230088495575
R,R,8.0,KC,1151,1095,494,2740,0.1802919708029197,0.39963503649635035,0.42007299270072995
R,R,8.0,KN,37,32,22,91,0.24175824175824176,0.3516483516483517,0.4065934065934066
R,R,8.0,SC,4,2,0,6,0.0,0.3333333333333333,0.6666666666666666
R,R,8.0,SI,9791,5909,1539,17239,0.08927431985614015,0.3427693021636986,0.5679563779801613
R,R,8.0,SL,9669,7340,4656,21665,0.2149088391414724,0.33879529194553426,0.44629586891299333
R,R,8.0,ST,1475,1084,542,3101,0.1747823282811996,0.3495646565623992,0.4756530151564012
R,R,8.0,SV,173,104,35,312,0.11217948717948718,0.3333333333333333,0.5544871794871795
R,R,9.0,CH,1824,1301,1373,4498,0.3052467763450422,0.289239662072032,0.40551356158292573
R,R,9.0,CS,5,2,5,12,0.4166666666666667,0.16666666666666666,0.4166666666666667
R,R,9.0,CU,3299,2061,1936,7296,0.26535087719298245,0.2824835526315789,0.45216557017543857
R,R,9.0,EP,22,12,6,40,0.15,0.3,0.55
R,R,9.0,FA,38,8,8,54,0.14814814814814814,0.14814814814814814,0.7037037037037037
R,R,9.0,FC,4036,2967,1975,8978,0.2199821786589441,0.33047449320561373,0.4495433281354422
R,R,9.0,FF,5913,6279,1782,13974,0.1275225418634607,0.4493344783168742,0.4231429798196651
R,R,9.0,FO,5,5,7,17,0.4117647058823529,0.29411764705882354,0.29411764705882354
R,R,9.0,FS,528,416,513,1457,0.3520933424845573,0.2855181880576527,0.36238846945778996
R,R,9.0,KC,1174,767,738,2679,0.27547592385218367,0.286300858529302,0.43822321761851435
R,R,9.0,KN,43,24,18,85,0.21176470588235294,0.2823529411764706,0.5058823529411764
R,R,9.0,SC,1,1,0,2,0.0,0.5,0.5
R,R,9.0,SI,3819,2404,762,6985,0.10909090909090909,0.34416607015032213,0.5467430207587688
R,R,9.0,SL,13741,8993,10099,32833,0.3075868790546097,0.27390125788079067,0.41851186306459964
R,R,9.0,ST,2296,1581,1585,5462,0.2901867447821311,0.28945441230318564,0.4203588429146833
R,R,9.0,SV,270,163,135,568,0.23767605633802816,0.2869718309859155,0.4753521126760563
R,R,11.0,CH,818,1772,424,3014,0.14067684140676842,0.5879230258792303,0.2714001327140013
R,R,11.0,CS,6,3,0,9,0.0,0.3333333333333333,0.6666666666666666
R,R,11.0,CU,277,386,93,756,0.12301587301587301,0.5105820105820106,0.3664021164021164
R,R,11.0,EP,43,18,6,67,0.08955223880597014,0.26865671641791045,0.6417910447761194
R,R,11.0,FA,53,43,7,103,0.06796116504854369,0.4174757281553398,0.5145631067961165
R,R,11.0,FC,289,626,645,1560,0.41346153846153844,0.4012820512820513,0.18525641025641026
R,R,11.0,FF,7233,14247,10317,31797,0.3244645721294462,0.44806113784319274,0.22747429002736108
R,R,11.0,FO,2,7,1,10,0.1,0.7,0.2
R,R,11.0,FS,230,463,131,824,0.15898058252427186,0.5618932038834952,0.279126213592233
R,R,11.0,KC,108,138,34,280,0.12142857142857143,0.4928571428571429,0.38571428571428573
R,R,11.0,KN,14,28,14,56,0.25,0.5,0.25
R,R,11.0,SC,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666
R,R,11.0,SI,8123,11064,3303,22490,0.14686527345486883,0.491951978657181,0.3611827478879502
R,R,11.0,SL,789,1323,796,2908,0.2737276478679505,0.45495185694635487,0.2713204951856946
R,R,11.0,ST,140,207,128,475,0.2694736842105263,0.4357894736842105,0.29473684210526313
R,R,11.0,SV,7,14,4,25,0.16,0.56,0.28
R,R,12.0,CH,141,94,57,292,0.1952054794520548,0.3219178082191781,0.4828767123287671
R,R,12.0,CS,2,1,1,4,0.25,0.25,0.5
R,R,12.0,CU,375,300,203,878,0.23120728929384965,0.3416856492027335,0.4271070615034169
R,R,12.0,EP,68,10,5,83,0.060240963855421686,0.12048192771084337,0.8192771084337349
R,R,12.0,FA,88,52,17,157,0.10828025477707007,0.33121019108280253,0.5605095541401274
R,R,12.0,FC,1525,1898,1354,4777,0.2834414904751936,0.3973204940339125,0.31923801549089387
R,R,12.0,FF,6361,13602,9035,28998,0.3115732119456514,0.4690668321953238,0.21935995585902476
R,R,12.0,FO,0,1,0,1,0.0,1.0,0.0
R,R,12.0,FS,34,28,12,74,0.16216216216216217,0.3783783783783784,0.4594594594594595
R,R,12.0,KC,91,77,40,208,0.19230769230769232,0.3701923076923077,0.4375
R,R,12.0,KN,36,32,27,95,0.28421052631578947,0.3368421052631579,0.37894736842105264
R,R,12.0,SI,672,909,422,2003,0.2106839740389416,0.45381927109335995,0.3354967548676985
R,R,12.0,SL,2197,2326,1975,6498,0.3039396737457679,0.3579562942443829,0.3381040320098492
R,R,12.0,ST,683,622,620,1925,0.3220779220779221,0.32311688311688314,0.3548051948051948
R,R,12.0,SV,34,40,19,93,0.20430107526881722,0.43010752688172044,0.3655913978494624
R,R,13.0,CH,1579,4497,5649,11725,0.4817910447761194,0.3835394456289979,0.13466950959488272
R,R,13.0,CS,2,5,5,12,0.4166666666666667,0.4166666666666667,0.16666666666666666
R,R,13.0,CU,612,1168,1313,3093,0.4245069511800841,0.3776268994503718,0.19786614936954414
R,R,13.0,EP,3,9,1,13,0.07692307692307693,0.6923076923076923,0.23076923076923078
R,R,13.0,FA,8,8,3,19,0.15789473684210525,0.42105263157894735,0.42105263157894735
R,R,13.0,FC,262,283,238,783,0.30395913154533843,0.3614303959131545,0.334610472541507
R,R,13.0,FF,2446,2426,604,5476,0.11029948867786706,0.44302410518626734,0.4466764061358656
R,R,13.0,FO,4,20,44,68,0.6470588235294118,0.29411764705882354,0.058823529411764705
R,R,13.0,FS,505,1484,2142,4131,0.5185185185185185,0.35923505204550954,0.12224642943597192
R,R,13.0,KC,262,523,630,1415,0.4452296819787986,0.3696113074204947,0.18515901060070672
R,R,13.0,KN,18,15,24,57,0.42105263157894735,0.2631578947368421,0.3157894736842105
R,R,13.0,SC,0,5,3,8,0.375,0.625,0.0
R,R,13.0,SI,6391,11219,6725,24335,0.2763509348674748,0.46102321758783643,0.2626258475446887
R,R,13.0,SL,1168,1807,2231,5206,0.4285439877064925,0.34709950057625816,0.22435651171724932
R,R,13.0,ST,170,242,159,571,0.27845884413309985,0.4238178633975482,0.29772329246935203
R,R,13.0,SV,31,28,14,73,0.1917808219178082,0.3835616438356164,0.4246575342465753
R,R,14.0,CH,1670,1729,4466,7865,0.5678321678321678,0.21983471074380165,0.21233312142403052
R,R,14.0,CS,12,9,8,29,0.27586206896551724,0.3103448275862069,0.41379310344827586
R,R,14.0,CU,3516,3106,9857,16479,0.5981552278657686,0.1884823108198313,0.21336246131440015
R,R,14.0,EP,26,16,14,56,0.25,0.2857142857142857,0.4642857142857143
R,R,14.0,FA,37,13,8,58,0.13793103448275862,0.22413793103448276,0.6379310344827587
R,R,14.0,FC,3560,3667,7597,14824,0.5124797625472207,0.24736913113869402,0.24015110631408526
R,R,14.0,FF,3439,4774,2738,10951,0.2500228289653913,0.43594192311204455,0.31403524792256415
R,R,14.0,FO,12,12,70,94,0.7446808510638298,0.1276595744680851,0.1276595744680851
R,R,14.0,FS,580,642,2219,3441,0.6448706771287417,0.18657367044463818,0.16855565242662016
R,R,14.0,KC,1087,1144,4377,6608,0.6623789346246973,0.17312348668280872,0.16449757869249396
R,R,14.0,KN,54,45,50,149,0.33557046979865773,0.30201342281879195,0.3624161073825503
R,R,14.0,SC,2,2,4,8,0.5,0.25,0.25
R,R,14.0,SI,1518,1466,1189,4173,0.2849269110951354,0.35130601485741675,0.3637670740474479
R,R,14.0,SL,13054,11709,44741,69504,0.643718347145488,0.16846512430939226,0.1878165285451197
R,R,14.0,ST,2611,2445,7908,12964,0.6099969145325517,0.18859919777846343,0.20140388768898487
R,R,14.0,SV,324,260,877,1461,0.6002737850787132,0.17796030116358658,0.22176591375770022
